ensembl_gene_id	external_gene_name	gene_biotype	description
ENSRNOG00000011077	Tjp1	protein_coding	tight junction protein 1 [Source:RGD Symbol;Acc:1306305]
ENSRNOG00000011082	Fabp9	protein_coding	fatty acid binding protein 9 [Source:RGD Symbol;Acc:620285]
ENSRNOG00000011107	Pcsk1	protein_coding	proprotein convertase subtilisin/kexin type 1 [Source:RGD Symbol;Acc:3272]
ENSRNOG00000011114	Tbpl1	protein_coding	TATA-box binding protein like 1 [Source:RGD Symbol;Acc:1597456]
ENSRNOG00000011130	Calca	protein_coding	calcitonin-related polypeptide alpha [Source:RGD Symbol;Acc:2254]
ENSRNOG00000011133	Trpc4	protein_coding	transient receptor potential cation channel, subfamily C, member 4 [Source:RGD Symbol;Acc:621276]
ENSRNOG00000011134	Lama2	protein_coding	laminin subunit alpha 2 [Source:RGD Symbol;Acc:1308889]
ENSRNOG00000011135	Gtf2b	protein_coding	general transcription factor IIB [Source:RGD Symbol;Acc:619735]
ENSRNOG00000011145	Crhr2	protein_coding	corticotropin releasing hormone receptor 2 [Source:RGD Symbol;Acc:70547]
ENSRNOG00000011146	Gyg1	protein_coding	glycogenin 1 [Source:RGD Symbol;Acc:621785]
ENSRNOG00000011148	Ssr3	protein_coding	signal sequence receptor subunit 3 [Source:RGD Symbol;Acc:621630]
ENSRNOG00000011150	Arsb	protein_coding	arylsulfatase B [Source:RGD Symbol;Acc:2158]
ENSRNOG00000011151	Tenm4	protein_coding	teneurin transmembrane protein 4 [Source:RGD Symbol;Acc:1304658]
ENSRNOG00000011160	Sv2b	protein_coding	synaptic vesicle glycoprotein 2b [Source:RGD Symbol;Acc:619716]
ENSRNOG00000011161	Slc2a12	protein_coding	solute carrier family 2 member 12 [Source:RGD Symbol;Acc:1310175]
ENSRNOG00000011174	Fpr1	protein_coding	formyl peptide receptor 1 [Source:RGD Symbol;Acc:1310883]
ENSRNOG00000011181	Cpa3	protein_coding	carboxypeptidase A3 [Source:RGD Symbol;Acc:2390]
ENSRNOG00000011191	Vom2r10	protein_coding	vomeronasal 2 receptor, 10 [Source:RGD Symbol;Acc:1565464]
ENSRNOG00000011200	Bhmt	protein_coding	betaine-homocysteine S-methyltransferase [Source:RGD Symbol;Acc:621496]
ENSRNOG00000011211	Pex5l	protein_coding	peroxisomal biogenesis factor 5-like [Source:RGD Symbol;Acc:708407]
ENSRNOG00000011213	Blm	protein_coding	BLM RecQ like helicase [Source:RGD Symbol;Acc:1308810]
ENSRNOG00000011216	Tbl1xr1	protein_coding	TBL1X receptor 1 [Source:RGD Symbol;Acc:1560053]
ENSRNOG00000011238	Tiparp	protein_coding	TCDD-inducible poly(ADP-ribose) polymerase [Source:RGD Symbol;Acc:1306171]
ENSRNOG00000011239	RGD1307595	protein_coding	similar to RIKEN cDNA 1700018B24 [Source:RGD Symbol;Acc:1307595]
ENSRNOG00000011243	MGC94891	protein_coding	hypothetical protein LOC681210 [Source:RGD Symbol;Acc:1598061]
ENSRNOG00000011245	Arhgap18	protein_coding	Rho GTPase activating protein 18 [Source:RGD Symbol;Acc:1305053]
ENSRNOG00000011260	Cmbl	protein_coding	carboxymethylenebutenolidase homolog [Source:RGD Symbol;Acc:1306952]
ENSRNOG00000011261	Ttc14	protein_coding	tetratricopeptide repeat domain 14 [Source:RGD Symbol;Acc:1310045]
ENSRNOG00000011262	Bicra	protein_coding	BRD4 interacting chromatin remodeling complex associated protein [Source:RGD Symbol;Acc:1306385]
ENSRNOG00000011282	Ppp2r1a	protein_coding	protein phosphatase 2 scaffold subunit A alpha [Source:RGD Symbol;Acc:620907]
ENSRNOG00000011284	Sgms2	protein_coding	sphingomyelin synthase 2 [Source:RGD Symbol;Acc:1305778]
ENSRNOG00000011287	Minpp1	protein_coding	multiple inositol-polyphosphate phosphatase 1 [Source:RGD Symbol;Acc:3089]
ENSRNOG00000011290	Tm2d3	protein_coding	TM2 domain containing 3 [Source:RGD Symbol;Acc:1564929]
ENSRNOG00000011294	Usp33	protein_coding	ubiquitin specific peptidase 33 [Source:RGD Symbol;Acc:1307848]
ENSRNOG00000011306	Myod1	protein_coding	myogenic differentiation 1 [Source:RGD Symbol;Acc:631429]
ENSRNOG00000011308	Uhrf2	protein_coding	ubiquitin like with PHD and ring finger domains 2 [Source:RGD Symbol;Acc:1309990]
ENSRNOG00000011310	Pde10a	protein_coding	phosphodiesterase 10A [Source:RGD Symbol;Acc:68434]
ENSRNOG00000011311	Papss1	protein_coding	3'-phosphoadenosine 5'-phosphosulfate synthase 1 [Source:RGD Symbol;Acc:1308081]
ENSRNOG00000011313	Sorcs1	protein_coding	sortilin-related VPS10 domain containing receptor 1 [Source:RGD Symbol;Acc:1305910]
ENSRNOG00000011317	Pkn2	protein_coding	protein kinase N2 [Source:RGD Symbol;Acc:620146]
ENSRNOG00000011339	Slk	protein_coding	STE20-like kinase [Source:RGD Symbol;Acc:3780]
ENSRNOG00000011340	Ankrd13c	protein_coding	ankyrin repeat domain 13C [Source:RGD Symbol;Acc:1595074]
ENSRNOG00000011341	Rictor	protein_coding	RPTOR independent companion of MTOR, complex 2 [Source:RGD Symbol;Acc:1307224]
ENSRNOG00000011346	Ehd2	protein_coding	EH-domain containing 2 [Source:RGD Symbol;Acc:1560856]
ENSRNOG00000011352	Furin	protein_coding	furin (paired basic amino acid cleaving enzyme) [Source:RGD Symbol;Acc:3274]
ENSRNOG00000011360	Dkk2	protein_coding	dickkopf WNT signaling pathway inhibitor 2 [Source:RGD Symbol;Acc:1308639]
ENSRNOG00000011367	Cyp2r1	protein_coding	cytochrome P450, family 2, subfamily r, polypeptide 1 [Source:RGD Symbol;Acc:1311866]
ENSRNOG00000011383	Ndufs4	protein_coding	NADH:ubiquinone oxidoreductase subunit S4 [Source:RGD Symbol;Acc:1594380]
ENSRNOG00000011384	Aimp1	protein_coding	aminoacyl tRNA synthetase complex-interacting multifunctional protein 1 [Source:RGD Symbol;Acc:620466]
ENSRNOG00000011399	AABR07000292.1	protein_coding	uncharacterized LOC100912436 [Source:RGD Symbol;Acc:6486936]
ENSRNOG00000011400	Ralyl	protein_coding	RALY RNA binding protein-like [Source:RGD Symbol;Acc:1305844]
ENSRNOG00000011402	Isg20l2	protein_coding	interferon stimulated exonuclease gene 20-like 2 [Source:RGD Symbol;Acc:1359413]
ENSRNOG00000011411	Adgrg6	protein_coding	adhesion G protein-coupled receptor G6 [Source:RGD Symbol;Acc:1308551]
ENSRNOG00000011417	Pde3b	protein_coding	phosphodiesterase 3B [Source:RGD Symbol;Acc:61943]
ENSRNOG00000011439	Grk5	protein_coding	G protein-coupled receptor kinase 5 [Source:RGD Symbol;Acc:61985]
ENSRNOG00000011440	Ccdc39	protein_coding	coiled-coil domain containing 39 [Source:RGD Symbol;Acc:1306277]
ENSRNOG00000011441	Tpd52	protein_coding	tumor protein D52 [Source:RGD Symbol;Acc:1306767]
ENSRNOG00000011451	Lrp3	protein_coding	LDL receptor related protein 3 [Source:RGD Symbol;Acc:619729]
ENSRNOG00000011454	Tbck	protein_coding	TBC1 domain containing kinase [Source:RGD Symbol;Acc:1307816]
ENSRNOG00000011460	Arfgef3	protein_coding	ARFGEF family member 3 [Source:RGD Symbol;Acc:1309903]
ENSRNOG00000011476	Nars2	protein_coding	asparaginyl-tRNA synthetase 2, mitochondrial [Source:RGD Symbol;Acc:1305145]
ENSRNOG00000011480	Tubgcp5	protein_coding	tubulin, gamma complex associated protein 5 [Source:RGD Symbol;Acc:1304689]
ENSRNOG00000011483	S100a9	protein_coding	S100 calcium binding protein A9 [Source:RGD Symbol;Acc:620267]
ENSRNOG00000011488	Sergef	protein_coding	secretion regulating guanine nucleotide exchange factor [Source:RGD Symbol;Acc:1563497]
ENSRNOG00000011526	Pcsk6	protein_coding	proprotein convertase subtilisin/kexin type 6 [Source:RGD Symbol;Acc:3246]
ENSRNOG00000011528	Alg14	protein_coding	ALG14, UDP-N-acetylglucosaminyltransferase subunit [Source:RGD Symbol;Acc:1312003]
ENSRNOG00000011540	Vta1	protein_coding	vesicle trafficking 1 [Source:RGD Symbol;Acc:1305031]
ENSRNOG00000011553	Actl6a	protein_coding	actin-like 6A [Source:RGD Symbol;Acc:1307747]
ENSRNOG00000011555	Lrrc40	protein_coding	leucine rich repeat containing 40 [Source:RGD Symbol;Acc:1562017]
ENSRNOG00000011557	S100a8	protein_coding	S100 calcium binding protein A8 [Source:RGD Symbol;Acc:620265]
ENSRNOG00000011559	Cnn3	protein_coding	calponin 3 [Source:RGD Symbol;Acc:71044]
ENSRNOG00000011561	Nln	protein_coding	neurolysin [Source:RGD Symbol;Acc:621518]
ENSRNOG00000011568	Rspo3	protein_coding	R-spondin 3 [Source:RGD Symbol;Acc:1563246]
ENSRNOG00000011584	Gpatch1	protein_coding	G patch domain containing 1 [Source:RGD Symbol;Acc:1308935]
ENSRNOG00000011586	Ccnl1	protein_coding	cyclin L1 [Source:RGD Symbol;Acc:620864]
ENSRNOG00000011588	Rnf146	protein_coding	ring finger protein 146 [Source:RGD Symbol;Acc:1306482]
ENSRNOG00000011589	Camk2d	protein_coding	calcium/calmodulin-dependent protein kinase II delta [Source:RGD Symbol;Acc:2263]
ENSRNOG00000011599	Gldc	protein_coding	glycine decarboxylase [Source:RGD Symbol;Acc:1308660]
ENSRNOG00000011612	Tdo2	protein_coding	tryptophan 2,3-dioxygenase [Source:RGD Symbol;Acc:68370]
ENSRNOG00000011622	Echdc1	protein_coding	ethylmalonyl-CoA decarboxylase 1 [Source:RGD Symbol;Acc:1359654]
ENSRNOG00000011623	Rab3c	protein_coding	RAB3C, member RAS oncogene family [Source:RGD Symbol;Acc:620923]
ENSRNOG00000011627	Zfr	protein_coding	zinc finger RNA binding protein [Source:RGD Symbol;Acc:1311890]
ENSRNOG00000011631	Fst	protein_coding	follistatin [Source:RGD Symbol;Acc:2633]
ENSRNOG00000011632	Cct5	protein_coding	chaperonin containing TCP1 subunit 5 [Source:RGD Symbol;Acc:735161]
ENSRNOG00000011637	AABR07006691.1	protein_coding	
ENSRNOG00000011639	Mrpl47	protein_coding	mitochondrial ribosomal protein L47 [Source:RGD Symbol;Acc:1307531]
ENSRNOG00000011645	Rrnad1	protein_coding	ribosomal RNA adenine dimethylase domain containing 1 [Source:RGD Symbol;Acc:1311265]
ENSRNOG00000011647	S100a6	protein_coding	S100 calcium binding protein A6 [Source:RGD Symbol;Acc:620264]
ENSRNOG00000011653	Washc2c	protein_coding	WASH complex subunit 2C [Source:RGD Symbol;Acc:735230]
ENSRNOG00000011654	Plk4	protein_coding	polo-like kinase 4 [Source:RGD Symbol;Acc:1305390]
ENSRNOG00000011659	Alpk3	protein_coding	alpha-kinase 3 [Source:RGD Symbol;Acc:1309860]
ENSRNOG00000011669	Gstcd	protein_coding	glutathione S-transferase, C-terminal domain containing [Source:RGD Symbol;Acc:1311822]
ENSRNOG00000011672	Tph1	protein_coding	tryptophan hydroxylase 1 [Source:RGD Symbol;Acc:3895]
ENSRNOG00000011675	Zfp40	protein_coding	zinc finger protein 40 [Source:RGD Symbol;Acc:1593410]
ENSRNOG00000011680	Il16	protein_coding	interleukin 16 [Source:RGD Symbol;Acc:1583872]
ENSRNOG00000011683	Fes	protein_coding	FES proto-oncogene, tyrosine kinase [Source:RGD Symbol;Acc:1564385]
ENSRNOG00000011696	Lifr	protein_coding	LIF receptor subunit alpha [Source:RGD Symbol;Acc:621431]
ENSRNOG00000011705	Stmn2	protein_coding	stathmin 2 [Source:RGD Symbol;Acc:68947]
ENSRNOG00000011720	L3mbtl3	protein_coding	L3MBTL histone methyl-lysine binding protein 3 [Source:RGD Symbol;Acc:1305474]
ENSRNOG00000011723	Slc44a3	protein_coding	solute carrier family 44, member 3 [Source:RGD Symbol;Acc:1305808]
ENSRNOG00000011745	Psma1	protein_coding	proteasome 20S subunit alpha 1 [Source:RGD Symbol;Acc:61841]
ENSRNOG00000011748	S100a5	protein_coding	S100 calcium binding protein A5 [Source:RGD Symbol;Acc:1308996]
ENSRNOG00000011752	Sh3d19	protein_coding	SH3 domain containing 19 [Source:RGD Symbol;Acc:1304885]
ENSRNOG00000011763	Serp1	protein_coding	stress-associated endoplasmic reticulum protein 1 [Source:RGD Symbol;Acc:620790]
ENSRNOG00000011800	F3	protein_coding	coagulation factor III, tissue factor [Source:RGD Symbol;Acc:2587]
ENSRNOG00000011815	Sgk1	protein_coding	serum/glucocorticoid regulated kinase 1 [Source:RGD Symbol;Acc:3668]
ENSRNOG00000011817	Rpl22l1	protein_coding	ribosomal protein L22 like 1 [Source:RGD Symbol;Acc:1309517]
ENSRNOG00000011821	S100a4	protein_coding	S100 calcium-binding protein A4 [Source:RGD Symbol;Acc:3245]
ENSRNOG00000011827		protein_coding	proteasome subunit beta type 6-like [Source:RGD Symbol;Acc:2321312]
ENSRNOG00000011842	Asic5	protein_coding	acid sensing ion channel subunit family member 5 [Source:RGD Symbol;Acc:69295]
ENSRNOG00000011844	Ints12	protein_coding	integrator complex subunit 12 [Source:RGD Symbol;Acc:1359136]
ENSRNOG00000011859	Eif5a2	protein_coding	eukaryotic translation initiation factor 5A2 [Source:RGD Symbol;Acc:1306196]
ENSRNOG00000011875	Slc2a2	protein_coding	solute carrier family 2 member 2 [Source:RGD Symbol;Acc:3705]
ENSRNOG00000011882	Gab2	protein_coding	GRB2-associated binding protein 2 [Source:RGD Symbol;Acc:621367]
ENSRNOG00000011885	Rhpn2	protein_coding	rhophilin, Rho GTPase binding protein 2 [Source:RGD Symbol;Acc:1308366]
ENSRNOG00000011893	Rps3a	protein_coding	ribosomal protein S3a [Source:RGD Symbol;Acc:62078]
ENSRNOG00000011895		protein_coding	similar to Serum amyloid A-3 protein precursor [Source:RGD Symbol;Acc:1587443]
ENSRNOG00000011913	Cp	protein_coding	ceruloplasmin [Source:RGD Symbol;Acc:2387]
ENSRNOG00000011923	Mgarp	protein_coding	mitochondria-localized glutamic acid-rich protein [Source:RGD Symbol;Acc:1586369]
ENSRNOG00000011929	Abcd3	protein_coding	ATP binding cassette subfamily D member 3 [Source:RGD Symbol;Acc:2007]
ENSRNOG00000011931	Smarca2	protein_coding	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 2 [Source:RGD Symbol;Acc:1302988]
ENSRNOG00000011932	Snrpa1	protein_coding	small nuclear ribonucleoprotein polypeptide A' [Source:RGD Symbol;Acc:2320494]
ENSRNOG00000011937	Sgtb	protein_coding	small glutamine rich tetratricopeptide repeat co-chaperone beta [Source:RGD Symbol;Acc:727976]
ENSRNOG00000011945	Cyfip1	protein_coding	cytoplasmic FMR1 interacting protein 1 [Source:RGD Symbol;Acc:1310332]
ENSRNOG00000011949	Ndufb5	protein_coding	NADH:ubiquinone oxidoreductase subunit B5 [Source:RGD Symbol;Acc:1305909]
ENSRNOG00000011951	Plk2	protein_coding	polo-like kinase 2 [Source:RGD Symbol;Acc:620760]
ENSRNOG00000011963	Tas2r119	protein_coding	taste receptor, type 2, member 119 [Source:RGD Symbol;Acc:620733]
ENSRNOG00000011973	Il7	protein_coding	interleukin 7 [Source:RGD Symbol;Acc:2904]
ENSRNOG00000011975	Crtc3	protein_coding	CREB regulated transcription coactivator 3 [Source:RGD Symbol;Acc:1309666]
ENSRNOG00000011977	Sema5a	protein_coding	semaphorin 5A [Source:RGD Symbol;Acc:1308650]
ENSRNOG00000011980	Lrrc7	protein_coding	leucine rich repeat containing 7 [Source:RGD Symbol;Acc:708527]
ENSRNOG00000011994	Perp	protein_coding	p53 apoptosis effector related to PMP22 [Source:RGD Symbol;Acc:1310294]
ENSRNOG00000011997	AABR07008940.1	protein_coding	
ENSRNOG00000012002	Iqgap1	protein_coding	IQ motif containing GTPase activating protein 1 [Source:RGD Symbol;Acc:1311884]
ENSRNOG00000012008	S100a3	protein_coding	S100 calcium binding protein A3 [Source:RGD Symbol;Acc:620260]
ENSRNOG00000012017	Otulin	protein_coding	OTU deubiquitinase with linear linkage specificity [Source:RGD Symbol;Acc:2324500]
ENSRNOG00000012019	B3galnt1	protein_coding	beta-1,3-N-acetylgalactosaminyltransferase 1 (globoside blood group) [Source:RGD Symbol;Acc:1304797]
ENSRNOG00000012034	Ces2i	protein_coding	carboxylesterase 2I [Source:RGD Symbol;Acc:1565045]
ENSRNOG00000012036	Pcsk5	protein_coding	proprotein convertase subtilisin/kexin type 5 [Source:RGD Symbol;Acc:620326]
ENSRNOG00000012052	Ins1	protein_coding	insulin 1 [Source:RGD Symbol;Acc:2915]
ENSRNOG00000012053	S100a16	protein_coding	S100 calcium binding protein A16 [Source:RGD Symbol;Acc:1306770]
ENSRNOG00000012055	Man2a2	protein_coding	mannosidase, alpha, class 2A, member 2 [Source:RGD Symbol;Acc:1310238]
ENSRNOG00000012058	Egflam	protein_coding	EGF-like, fibronectin type III and laminin G domains [Source:RGD Symbol;Acc:1306592]
ENSRNOG00000012060	Gucy1b1	protein_coding	guanylate cyclase 1 soluble subunit beta 1 [Source:RGD Symbol;Acc:2769]
ENSRNOG00000012061	Prkcb	protein_coding	protein kinase C, beta [Source:RGD Symbol;Acc:3396]
ENSRNOG00000012067	Fam111a	protein_coding	FAM111 trypsin like peptidase A [Source:RGD Symbol;Acc:1560913]
ENSRNOG00000012071	Olr41	protein_coding	olfactory receptor 41 [Source:RGD Symbol;Acc:1334081]
ENSRNOG00000012074	Ifngr1	protein_coding	interferon gamma receptor 1 [Source:RGD Symbol;Acc:620570]
ENSRNOG00000012084	Xpnpep1	protein_coding	X-prolyl aminopeptidase 1 [Source:RGD Symbol;Acc:621274]
ENSRNOG00000012091	Ppa2	protein_coding	inorganic pyrophosphatase 2 [Source:RGD Symbol;Acc:1307965]
ENSRNOG00000012092	Gje1	protein_coding	gap junction protein, epsilon 1 [Source:RGD Symbol;Acc:1598009]
ENSRNOG00000012095	Pkia	protein_coding	cAMP-dependent protein kinase inhibitor alpha [Source:RGD Symbol;Acc:621021]
ENSRNOG00000012099	Tent2	protein_coding	terminal nucleotidyltransferase 2 [Source:RGD Symbol;Acc:1306438]
ENSRNOG00000012103	Nmbr	protein_coding	neuromedin B receptor [Source:RGD Symbol;Acc:3181]
ENSRNOG00000012109	Otulinl	protein_coding	OTU deubiquitinase with linear linkage specificity like [Source:RGD Symbol;Acc:1563205]
ENSRNOG00000012110	Col17a1	protein_coding	collagen type XVII alpha 1 chain [Source:RGD Symbol;Acc:1311130]
ENSRNOG00000012122	Clvs2	protein_coding	clavesin 2 [Source:RGD Symbol;Acc:1306801]
ENSRNOG00000012124	Trappc13	protein_coding	trafficking protein particle complex subunit 13 [Source:RGD Symbol;Acc:1306583]
ENSRNOG00000012136	Mrps30	protein_coding	mitochondrial ribosomal protein S30 [Source:RGD Symbol;Acc:1309697]
ENSRNOG00000012140	Cep89	protein_coding	centrosomal protein 89 [Source:RGD Symbol;Acc:1311730]
ENSRNOG00000012142	Glyat	protein_coding	glycine-N-acyltransferase [Source:RGD Symbol;Acc:1307163]
ENSRNOG00000012148	Trio	protein_coding	trio Rho guanine nucleotide exchange factor [Source:RGD Symbol;Acc:1308360]
ENSRNOG00000012149	Gpsm2	protein_coding	G-protein signaling modulator 2 [Source:RGD Symbol;Acc:1560967]
ENSRNOG00000012156	Ostf1	protein_coding	osteoclast stimulating factor 1 [Source:RGD Symbol;Acc:628849]
ENSRNOG00000012183	Glrx	protein_coding	glutaredoxin [Source:RGD Symbol;Acc:70951]
ENSRNOG00000012186	Golph3	protein_coding	golgi phosphoprotein 3 [Source:RGD Symbol;Acc:621226]
ENSRNOG00000012196	Asah2	protein_coding	N-acylsphingosine amidohydrolase 2 [Source:RGD Symbol;Acc:69410]
ENSRNOG00000012199	Sox2	protein_coding	SRY-box transcription factor 2 [Source:RGD Symbol;Acc:1565646]
ENSRNOG00000012206	Dennd5a	protein_coding	DENN domain containing 5A [Source:RGD Symbol;Acc:1306759]
ENSRNOG00000012229	Tbxt	protein_coding	T-box transcription factor T [Source:RGD Symbol;Acc:1310141]
ENSRNOG00000012236	Hddc3	protein_coding	HD domain containing 3 [Source:RGD Symbol;Acc:1311839]
ENSRNOG00000012258	Rras2	protein_coding	RAS related 2 [Source:RGD Symbol;Acc:1310793]
ENSRNOG00000012259	Il22ra2	protein_coding	interleukin 22 receptor subunit alpha 2 [Source:RGD Symbol;Acc:1303169]
ENSRNOG00000012278	Fgf10	protein_coding	fibroblast growth factor 10 [Source:RGD Symbol;Acc:2606]
ENSRNOG00000012280	Ptx3	protein_coding	pentraxin 3 [Source:RGD Symbol;Acc:1593476]
ENSRNOG00000012281	Adh6a	protein_coding	alcohol dehydrogenase 6A (class V) [Source:RGD Symbol;Acc:1310029]
ENSRNOG00000012286	Il20ra	protein_coding	interleukin 20 receptor subunit alpha [Source:RGD Symbol;Acc:1307335]
ENSRNOG00000012292	Alg8	protein_coding	ALG8, alpha-1,3-glucosyltransferase [Source:RGD Symbol;Acc:1305468]
ENSRNOG00000012301	Cfap161	protein_coding	cilia and flagella associated protein 161 [Source:RGD Symbol;Acc:1310371]
ENSRNOG00000012302	Gucy1a1	protein_coding	guanylate cyclase 1 soluble subunit alpha 1 [Source:RGD Symbol;Acc:68436]
ENSRNOG00000012311	Slc35d3	protein_coding	solute carrier family 35, member D3 [Source:RGD Symbol;Acc:1309428]
ENSRNOG00000012312	Prr9	protein_coding	proline rich 9 [Source:RGD Symbol;Acc:2320351]
ENSRNOG00000012322	Pex7	protein_coding	peroxisomal biogenesis factor 7 [Source:RGD Symbol;Acc:1308483]
ENSRNOG00000012324	Soga3	protein_coding	SOGA family member 3 [Source:RGD Symbol;Acc:11479453]
ENSRNOG00000012344	Slc7a9	protein_coding	solute carrier family 7 member 9 [Source:RGD Symbol;Acc:619905]
ENSRNOG00000012346	Epb41l2	protein_coding	erythrocyte membrane protein band 4.1-like 2 [Source:RGD Symbol;Acc:1563977]
ENSRNOG00000012349	Tlnrd1	protein_coding	talin rod domain containing 1 [Source:RGD Symbol;Acc:1311666]
ENSRNOG00000012354	Trim23	protein_coding	tripartite motif-containing 23 [Source:RGD Symbol;Acc:621587]
ENSRNOG00000012357	Unc45a	protein_coding	unc-45 myosin chaperone A [Source:RGD Symbol;Acc:1305357]
ENSRNOG00000012360	Gtf2h1	protein_coding	general transcription factor IIH subunit 1 [Source:RGD Symbol;Acc:1308225]
ENSRNOG00000012362	Cacng3	protein_coding	calcium voltage-gated channel auxiliary subunit gamma 3 [Source:RGD Symbol;Acc:628803]
ENSRNOG00000012366	Mesd	protein_coding	mesoderm development LRP chaperone [Source:RGD Symbol;Acc:1310344]
ENSRNOG00000012369	Fam174b	protein_coding	family with sequence similarity 174, member B [Source:RGD Symbol;Acc:1596692]
ENSRNOG00000012383	Ndufc2	protein_coding	NADH:ubiquinone oxidoreductase subunit C2 [Source:RGD Symbol;Acc:1307511]
