gene	BeWo.CT	SCR.CT27	SCR.CT29	rTS_SCR	e13.5_WT	e18.5_WT	gene	gene_biotype	external_gene_name	description
ENSG00000112146	1	0	0	0	0	0	ENSG00000112146	protein_coding	FBXO9	F-box protein 9 [Source:HGNC Symbol;Acc:HGNC:13588]
ENSG00000112182	1	0	0	0	0	0	ENSG00000112182	protein_coding	BACH2	BTB domain and CNC homolog 2 [Source:HGNC Symbol;Acc:HGNC:14078]
ENSG00000112333	1	0	0	0	0	0	ENSG00000112333	protein_coding	NR2E1	nuclear receptor subfamily 2 group E member 1 [Source:HGNC Symbol;Acc:HGNC:7973]
ENSG00000112561	1	0	0	0	0	0	ENSG00000112561	protein_coding	TFEB	transcription factor EB [Source:HGNC Symbol;Acc:HGNC:11753]
ENSG00000112576	1	0	0	0	0	0	ENSG00000112576	protein_coding	CCND3	cyclin D3 [Source:HGNC Symbol;Acc:HGNC:1585]
ENSG00000112578	1	0	0	0	0	0	ENSG00000112578	protein_coding	BYSL	bystin like [Source:HGNC Symbol;Acc:HGNC:1157]
ENSG00000112984	1	0	0	0	0	0	ENSG00000112984	protein_coding	KIF20A	kinesin family member 20A [Source:HGNC Symbol;Acc:HGNC:9787]
ENSG00000113196	1	0	0	0	0	0	ENSG00000113196	protein_coding	HAND1	heart and neural crest derivatives expressed 1 [Source:HGNC Symbol;Acc:HGNC:4807]
ENSG00000113273	1	0	0	0	0	0	ENSG00000113273	protein_coding	ARSB	arylsulfatase B [Source:HGNC Symbol;Acc:HGNC:714]
ENSG00000113494	1	0	0	0	1	1	ENSG00000113494	protein_coding	PRLR	prolactin receptor [Source:HGNC Symbol;Acc:HGNC:9446]
ENSG00000113578	1	0	0	0	0	0	ENSG00000113578	protein_coding	FGF1	fibroblast growth factor 1 [Source:HGNC Symbol;Acc:HGNC:3665]
ENSG00000114790	1	0	0	0	1	0	ENSG00000114790	protein_coding	ARHGEF26	Rho guanine nucleotide exchange factor 26 [Source:HGNC Symbol;Acc:HGNC:24490]
ENSG00000118514	1	0	0	0	0	0	ENSG00000118514	protein_coding	ALDH8A1	aldehyde dehydrogenase 8 family member A1 [Source:HGNC Symbol;Acc:HGNC:15471]
ENSG00000120262	1	0	0	1	0	0	ENSG00000120262	protein_coding	CCDC170	coiled-coil domain containing 170 [Source:HGNC Symbol;Acc:HGNC:21177]
ENSG00000120279	1	0	0	0	0	1	ENSG00000120279	protein_coding	MYCT1	MYC target 1 [Source:HGNC Symbol;Acc:HGNC:23172]
ENSG00000120437	1	0	0	1	0	0	ENSG00000120437	protein_coding	ACAT2	acetyl-CoA acetyltransferase 2 [Source:HGNC Symbol;Acc:HGNC:94]
ENSG00000121210	1	0	0	0	0	0	ENSG00000121210	protein_coding	TMEM131L	transmembrane 131 like [Source:HGNC Symbol;Acc:HGNC:29146]
ENSG00000122687	1	0	0	0	0	0	ENSG00000122687	protein_coding	MRM2	mitochondrial rRNA methyltransferase 2 [Source:HGNC Symbol;Acc:HGNC:16352]
ENSG00000124541	1	0	0	0	0	0	ENSG00000124541	protein_coding	RRP36	ribosomal RNA processing 36 [Source:HGNC Symbol;Acc:HGNC:21374]
ENSG00000124762	1	0	1	0	0	0	ENSG00000124762	protein_coding	CDKN1A	cyclin dependent kinase inhibitor 1A [Source:HGNC Symbol;Acc:HGNC:1784]
ENSG00000124787	1	0	0	0	0	0	ENSG00000124787	protein_coding	RPP40	ribonuclease P/MRP subunit p40 [Source:HGNC Symbol;Acc:HGNC:20992]
ENSG00000128039	1	0	0	0	0	0	ENSG00000128039	protein_coding	SRD5A3	steroid 5 alpha-reductase 3 [Source:HGNC Symbol;Acc:HGNC:25812]
ENSG00000128567	1	0	0	0	0	0	ENSG00000128567	protein_coding	PODXL	podocalyxin like [Source:HGNC Symbol;Acc:HGNC:9171]
ENSG00000128591	1	0	1	0	0	1	ENSG00000128591	protein_coding	FLNC	filamin C [Source:HGNC Symbol;Acc:HGNC:3756]
ENSG00000129187	1	0	0	0	0	0	ENSG00000129187	protein_coding	DCTD	dCMP deaminase [Source:HGNC Symbol;Acc:HGNC:2710]
ENSG00000131016	1	0	0	0	0	0	ENSG00000131016	protein_coding	AKAP12	A-kinase anchoring protein 12 [Source:HGNC Symbol;Acc:HGNC:370]
ENSG00000131018	1	0	0	0	0	0	ENSG00000131018	protein_coding	SYNE1	spectrin repeat containing nuclear envelope protein 1 [Source:HGNC Symbol;Acc:HGNC:17089]
ENSG00000132434	1	0	0	0	0	0	ENSG00000132434	protein_coding	LANCL2	LanC like glutathione S-transferase 2 [Source:HGNC Symbol;Acc:HGNC:6509]
ENSG00000132437	1	0	0	0	1	0	ENSG00000132437	protein_coding	DDC	dopa decarboxylase [Source:HGNC Symbol;Acc:HGNC:2719]
ENSG00000132837	1	0	0	0	0	0	ENSG00000132837	protein_coding	DMGDH	dimethylglycine dehydrogenase [Source:HGNC Symbol;Acc:HGNC:24475]
ENSG00000132840	1	0	0	0	0	0	ENSG00000132840	protein_coding	BHMT2	betaine--homocysteine S-methyltransferase 2 [Source:HGNC Symbol;Acc:HGNC:1048]
ENSG00000134853	1	0	0	0	0	0	ENSG00000134853	protein_coding	PDGFRA	platelet derived growth factor receptor alpha [Source:HGNC Symbol;Acc:HGNC:8803]
ENSG00000136267	1	0	0	0	0	0	ENSG00000136267	protein_coding	DGKB	diacylglycerol kinase beta [Source:HGNC Symbol;Acc:HGNC:2850]
ENSG00000137261	1	0	0	0	0	0	ENSG00000137261	protein_coding	KIAA0319	KIAA0319 [Source:HGNC Symbol;Acc:HGNC:21580]
ENSG00000137275	1	0	0	1	0	0	ENSG00000137275	protein_coding	RIPK1	receptor interacting serine/threonine kinase 1 [Source:HGNC Symbol;Acc:HGNC:10019]
ENSG00000138792	1	0	0	0	0	1	ENSG00000138792	protein_coding	ENPEP	glutamyl aminopeptidase [Source:HGNC Symbol;Acc:HGNC:3355]
ENSG00000144868	1	0	0	0	0	0	ENSG00000144868	protein_coding	TMEM108	transmembrane protein 108 [Source:HGNC Symbol;Acc:HGNC:28451]
ENSG00000145220	1	0	0	0	0	0	ENSG00000145220	protein_coding	LYAR	Ly1 antibody reactive [Source:HGNC Symbol;Acc:HGNC:26021]
ENSG00000145246	1	0	0	0	0	0	ENSG00000145246	protein_coding	ATP10D	ATPase phospholipid transporting 10D (putative) [Source:HGNC Symbol;Acc:HGNC:13549]
ENSG00000145247	1	0	0	1	0	0	ENSG00000145247	protein_coding	OCIAD2	OCIA domain containing 2 [Source:HGNC Symbol;Acc:HGNC:28685]
ENSG00000145358	1	0	0	0	0	0	ENSG00000145358	protein_coding	DDIT4L	DNA damage inducible transcript 4 like [Source:HGNC Symbol;Acc:HGNC:30555]
ENSG00000145703	1	0	0	0	0	0	ENSG00000145703	protein_coding	IQGAP2	IQ motif containing GTPase activating protein 2 [Source:HGNC Symbol;Acc:HGNC:6111]
ENSG00000145819	1	0	0	1	0	0	ENSG00000145819	protein_coding	ARHGAP26	Rho GTPase activating protein 26 [Source:HGNC Symbol;Acc:HGNC:17073]
ENSG00000145949	1	0	0	0	0	0	ENSG00000145949	protein_coding	MYLK4	myosin light chain kinase family member 4 [Source:HGNC Symbol;Acc:HGNC:27972]
ENSG00000145975	1	0	0	0	0	1	ENSG00000145975	protein_coding	FAM217A	family with sequence similarity 217 member A [Source:HGNC Symbol;Acc:HGNC:21362]
ENSG00000145990	1	0	0	0	0	0	ENSG00000145990	protein_coding	GFOD1	glucose-fructose oxidoreductase domain containing 1 [Source:HGNC Symbol;Acc:HGNC:21096]
ENSG00000146094	1	0	0	1	0	1	ENSG00000146094	protein_coding	DOK3	docking protein 3 [Source:HGNC Symbol;Acc:HGNC:24583]
ENSG00000153071	1	0	0	0	0	0	ENSG00000153071	protein_coding	DAB2	DAB adaptor protein 2 [Source:HGNC Symbol;Acc:HGNC:2662]
ENSG00000154274	1	0	0	0	0	1	ENSG00000154274	protein_coding	C4orf19	chromosome 4 open reading frame 19 [Source:HGNC Symbol;Acc:HGNC:25618]
ENSG00000155115	1	0	0	0	0	0	ENSG00000155115	protein_coding	GTF3C6	general transcription factor IIIC subunit 6 [Source:HGNC Symbol;Acc:HGNC:20872]
ENSG00000156453	1	0	0	0	0	0	ENSG00000156453	protein_coding	PCDH1	protocadherin 1 [Source:HGNC Symbol;Acc:HGNC:8655]
ENSG00000157927	1	0	0	1	0	0	ENSG00000157927	protein_coding	RADIL	Rap associating with DIL domain [Source:HGNC Symbol;Acc:HGNC:22226]
ENSG00000158186	1	0	0	0	1	1	ENSG00000158186	protein_coding	MRAS	muscle RAS oncogene homolog [Source:HGNC Symbol;Acc:HGNC:7227]
ENSG00000158234	1	0	0	1	0	0	ENSG00000158234	protein_coding	FAIM	Fas apoptotic inhibitory molecule [Source:HGNC Symbol;Acc:HGNC:18703]
ENSG00000159674	1	0	0	0	0	0	ENSG00000159674	protein_coding	SPON2	spondin 2 [Source:HGNC Symbol;Acc:HGNC:11253]
ENSG00000163071	1	0	0	0	0	0	ENSG00000163071	protein_coding	SPATA18	spermatogenesis associated 18 [Source:HGNC Symbol;Acc:HGNC:29579]
ENSG00000163132	1	0	0	0	0	0	ENSG00000163132	protein_coding	MSX1	msh homeobox 1 [Source:HGNC Symbol;Acc:HGNC:7391]
ENSG00000163293	1	0	0	0	0	1	ENSG00000163293	protein_coding	NIPAL1	NIPA like domain containing 1 [Source:HGNC Symbol;Acc:HGNC:27194]
ENSG00000163888	1	0	0	0	0	0	ENSG00000163888	protein_coding	CAMK2N2	calcium/calmodulin dependent protein kinase II inhibitor 2 [Source:HGNC Symbol;Acc:HGNC:24197]
ENSG00000163950	1	0	0	0	0	0	ENSG00000163950	protein_coding	SLBP	stem-loop binding protein [Source:HGNC Symbol;Acc:HGNC:10904]
ENSG00000164338	1	0	0	0	0	0	ENSG00000164338	protein_coding	UTP15	UTP15 small subunit processome component [Source:HGNC Symbol;Acc:HGNC:25758]
ENSG00000164543	1	0	0	0	0	0	ENSG00000164543	protein_coding	STK17A	serine/threonine kinase 17a [Source:HGNC Symbol;Acc:HGNC:11395]
ENSG00000164574	1	0	0	0	1	1	ENSG00000164574	protein_coding	GALNT10	polypeptide N-acetylgalactosaminyltransferase 10 [Source:HGNC Symbol;Acc:HGNC:19873]
ENSG00000165810	1	0	0	0	0	1	ENSG00000165810	protein_coding	BTNL9	butyrophilin like 9 [Source:HGNC Symbol;Acc:HGNC:24176]
ENSG00000168394	1	0	0	0	0	0	ENSG00000168394	protein_coding	TAP1	transporter 1, ATP binding cassette subfamily B member [Source:HGNC Symbol;Acc:HGNC:43]
ENSG00000168924	1	0	0	0	0	0	ENSG00000168924	protein_coding	LETM1	leucine zipper and EF-hand containing transmembrane protein 1 [Source:HGNC Symbol;Acc:HGNC:6556]
ENSG00000168993	1	0	0	0	0	0	ENSG00000168993	protein_coding	CPLX1	complexin 1 [Source:HGNC Symbol;Acc:HGNC:2309]
ENSG00000169258	1	0	1	0	0	0	ENSG00000169258	protein_coding	GPRIN1	G protein regulated inducer of neurite outgrowth 1 [Source:HGNC Symbol;Acc:HGNC:24835]
ENSG00000169836	1	0	0	0	0	0	ENSG00000169836	protein_coding	TACR3	tachykinin receptor 3 [Source:HGNC Symbol;Acc:HGNC:11528]
ENSG00000170801	1	0	0	0	0	1	ENSG00000170801	protein_coding	HTRA3	HtrA serine peptidase 3 [Source:HGNC Symbol;Acc:HGNC:30406]
ENSG00000171757	1	0	0	0	1	0	ENSG00000171757	protein_coding	LRRC34	leucine rich repeat containing 34 [Source:HGNC Symbol;Acc:HGNC:28408]
ENSG00000172115	1	0	0	0	0	0	ENSG00000172115	protein_coding	CYCS	cytochrome c, somatic [Source:HGNC Symbol;Acc:HGNC:19986]
ENSG00000172667	1	0	0	0	0	0	ENSG00000172667	protein_coding	ZMAT3	zinc finger matrin-type 3 [Source:HGNC Symbol;Acc:HGNC:29983]
ENSG00000173926	1	0	0	0	0	1	ENSG00000173926	protein_coding	MARCHF3	membrane associated ring-CH-type finger 3 [Source:HGNC Symbol;Acc:HGNC:28728]
ENSG00000175093	1	0	0	0	0	1	ENSG00000175093	protein_coding	SPSB4	splA/ryanodine receptor domain and SOCS box containing 4 [Source:HGNC Symbol;Acc:HGNC:30630]
ENSG00000175416	1	0	0	0	0	0	ENSG00000175416	protein_coding	CLTB	clathrin light chain B [Source:HGNC Symbol;Acc:HGNC:2091]
ENSG00000179046	1	0	0	0	1	0	ENSG00000179046	protein_coding	TRIML2	tripartite motif family like 2 [Source:HGNC Symbol;Acc:HGNC:26378]
ENSG00000182308	1	0	0	0	0	0	ENSG00000182308	protein_coding	DCAF4L1	DDB1 and CUL4 associated factor 4 like 1 [Source:HGNC Symbol;Acc:HGNC:27723]
ENSG00000184108	1	0	0	0	0	0	ENSG00000184108	protein_coding	TRIML1	tripartite motif family like 1 [Source:HGNC Symbol;Acc:HGNC:26698]
ENSG00000186088	1	0	0	0	0	0	ENSG00000186088	protein_coding	GSAP	gamma-secretase activating protein [Source:HGNC Symbol;Acc:HGNC:28042]
ENSG00000187068	1	0	0	0	0	1	ENSG00000187068	protein_coding	C3orf70	chromosome 3 open reading frame 70 [Source:HGNC Symbol;Acc:HGNC:33731]
ENSG00000188112	1	0	0	1	0	0	ENSG00000188112	protein_coding	C6orf132	chromosome 6 open reading frame 132 [Source:HGNC Symbol;Acc:HGNC:21288]
ENSG00000188191	1	0	0	0	0	0	ENSG00000188191	protein_coding	PRKAR1B	protein kinase cAMP-dependent type I regulatory subunit beta [Source:HGNC Symbol;Acc:HGNC:9390]
ENSG00000188818	1	0	0	0	0	0	ENSG00000188818	protein_coding	ZDHHC11	zinc finger DHHC-type containing 11 [Source:HGNC Symbol;Acc:HGNC:19158]
ENSG00000196275	1	0	0	0	0	0	ENSG00000196275	protein_coding	GTF2IRD2	GTF2I repeat domain containing 2 [Source:HGNC Symbol;Acc:HGNC:30775]
ENSG00000197208	1	0	0	1	0	0	ENSG00000197208	protein_coding	SLC22A4	solute carrier family 22 member 4 [Source:HGNC Symbol;Acc:HGNC:10968]
ENSG00000197451	1	0	0	0	0	0	ENSG00000197451	protein_coding	HNRNPAB	heterogeneous nuclear ribonucleoprotein A/B [Source:HGNC Symbol;Acc:HGNC:5034]
ENSG00000197461	1	0	0	0	0	0	ENSG00000197461	protein_coding	PDGFA	platelet derived growth factor subunit A [Source:HGNC Symbol;Acc:HGNC:8799]
ENSG00000198780	1	0	0	0	0	0	ENSG00000198780	protein_coding	FAM169A	family with sequence similarity 169 member A [Source:HGNC Symbol;Acc:HGNC:29138]
ENSG00000204267	1	0	0	0	0	0	ENSG00000204267	protein_coding	TAP2	transporter 2, ATP binding cassette subfamily B member [Source:HGNC Symbol;Acc:HGNC:44]
ENSG00000205085	1	0	0	0	0	0	ENSG00000205085	protein_coding	GARIN1A	golgi associated RAB2 interactor 1A [Source:HGNC Symbol;Acc:HGNC:27998]
ENSG00000213199	1	0	0	0	0	0	ENSG00000213199	protein_coding	ASIC3	acid sensing ion channel subunit 3 [Source:HGNC Symbol;Acc:HGNC:101]
ENSG00000228716	1	0	0	0	0	0	ENSG00000228716	protein_coding	DHFR	dihydrofolate reductase [Source:HGNC Symbol;Acc:HGNC:2861]
ENSG00000231389	1	0	0	0	0	0	ENSG00000231389	protein_coding	HLA-DPA1	major histocompatibility complex, class II, DP alpha 1 [Source:HGNC Symbol;Acc:HGNC:4938]
ENSG00000231852	1	0	0	1	0	0	ENSG00000231852	protein_coding	CYP21A2	cytochrome P450 family 21 subfamily A member 2 [Source:HGNC Symbol;Acc:HGNC:2600]
ENSG00000244405	1	0	0	0	0	0	ENSG00000244405	protein_coding	ETV5	ETS variant transcription factor 5 [Source:HGNC Symbol;Acc:HGNC:3494]
ENSG00000244694	1	1	1	0	0	0	ENSG00000244694	protein_coding	PTCHD4	patched domain containing 4 [Source:HGNC Symbol;Acc:HGNC:21345]
ENSG00000248329	1	0	0	0	0	0	ENSG00000248329	protein_coding	APELA	apelin receptor early endogenous ligand [Source:HGNC Symbol;Acc:HGNC:48925]
ENSG00000253159	1	0	0	0	0	0	ENSG00000253159	protein_coding	PCDHGA12	protocadherin gamma subfamily A, 12 [Source:HGNC Symbol;Acc:HGNC:8699]
ENSG00000254122	1	0	0	0	0	0	ENSG00000254122	protein_coding	PCDHGB7	protocadherin gamma subfamily B, 7 [Source:HGNC Symbol;Acc:HGNC:8714]
ENSG00000273802	1	0	1	0	0	0	ENSG00000273802	protein_coding	H2BC8	H2B clustered histone 8 [Source:HGNC Symbol;Acc:HGNC:4746]
ENSG00000288558	1	0	0	0	0	0	ENSG00000288558	protein_coding	DUS4L-BCAP29	DUS4L-BCAP29 readthrough [Source:HGNC Symbol;Acc:HGNC:54422]
ENSG00000291237	1	0	0	0	0	0	ENSG00000291237	protein_coding	SOD2	superoxide dismutase 2 [Source:HGNC Symbol;Acc:HGNC:11180]
ENSG00000008853	1	0	0	0	0	0	ENSG00000008853	protein_coding	RHOBTB2	Rho related BTB domain containing 2 [Source:HGNC Symbol;Acc:HGNC:18756]
ENSG00000019485	1	0	0	0	0	0	ENSG00000019485	protein_coding	PRDM11	PR/SET domain 11 [Source:HGNC Symbol;Acc:HGNC:13996]
ENSG00000022567	1	0	0	0	0	0	ENSG00000022567	protein_coding	SLC45A4	solute carrier family 45 member 4 [Source:HGNC Symbol;Acc:HGNC:29196]
ENSG00000047617	1	0	0	0	0	0	ENSG00000047617	protein_coding	ANO2	anoctamin 2 [Source:HGNC Symbol;Acc:HGNC:1183]
ENSG00000050438	1	0	0	1	0	1	ENSG00000050438	protein_coding	SLC4A8	solute carrier family 4 member 8 [Source:HGNC Symbol;Acc:HGNC:11034]
ENSG00000050555	1	0	0	1	0	0	ENSG00000050555	protein_coding	LAMC3	laminin subunit gamma 3 [Source:HGNC Symbol;Acc:HGNC:6494]
ENSG00000052749	1	0	0	0	0	0	ENSG00000052749	protein_coding	RRP12	ribosomal RNA processing 12 homolog [Source:HGNC Symbol;Acc:HGNC:29100]
ENSG00000060982	1	0	0	0	0	1	ENSG00000060982	protein_coding	BCAT1	branched chain amino acid transaminase 1 [Source:HGNC Symbol;Acc:HGNC:976]
ENSG00000061337	1	0	0	0	1	0	ENSG00000061337	protein_coding	LZTS1	leucine zipper tumor suppressor 1 [Source:HGNC Symbol;Acc:HGNC:13861]
ENSG00000065618	1	0	0	1	0	0	ENSG00000065618	protein_coding	COL17A1	collagen type XVII alpha 1 chain [Source:HGNC Symbol;Acc:HGNC:2194]
ENSG00000067064	1	0	0	0	0	0	ENSG00000067064	protein_coding	IDI1	isopentenyl-diphosphate delta isomerase 1 [Source:HGNC Symbol;Acc:HGNC:5387]
ENSG00000069482	1	0	0	0	1	1	ENSG00000069482	protein_coding	GAL	galanin and GMAP prepropeptide [Source:HGNC Symbol;Acc:HGNC:4114]
ENSG00000077616	1	0	0	0	0	0	ENSG00000077616	protein_coding	NAALAD2	N-acetylated alpha-linked acidic dipeptidase 2 [Source:HGNC Symbol;Acc:HGNC:14526]
ENSG00000077943	1	0	0	0	0	1	ENSG00000077943	protein_coding	ITGA8	integrin subunit alpha 8 [Source:HGNC Symbol;Acc:HGNC:6144]
ENSG00000078237	1	0	0	0	1	0	ENSG00000078237	protein_coding	TIGAR	TP53 induced glycolysis regulatory phosphatase [Source:HGNC Symbol;Acc:HGNC:1185]
ENSG00000079459	1	0	0	0	0	0	ENSG00000079459	protein_coding	FDFT1	farnesyl-diphosphate farnesyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:3629]
ENSG00000083307	1	0	0	0	0	0	ENSG00000083307	protein_coding	GRHL2	grainyhead like transcription factor 2 [Source:HGNC Symbol;Acc:HGNC:2799]
ENSG00000086061	1	0	0	0	0	0	ENSG00000086061	protein_coding	DNAJA1	DnaJ heat shock protein family (Hsp40) member A1 [Source:HGNC Symbol;Acc:HGNC:5229]
ENSG00000094916	1	0	0	0	0	0	ENSG00000094916	protein_coding	CBX5	chromobox 5 [Source:HGNC Symbol;Acc:HGNC:1555]
ENSG00000095319	1	0	0	0	0	0	ENSG00000095319	protein_coding	NUP188	nucleoporin 188 [Source:HGNC Symbol;Acc:HGNC:17859]
ENSG00000095637	1	0	0	0	0	1	ENSG00000095637	protein_coding	SORBS1	sorbin and SH3 domain containing 1 [Source:HGNC Symbol;Acc:HGNC:14565]
ENSG00000104267	1	0	0	0	0	0	ENSG00000104267	protein_coding	CA2	carbonic anhydrase 2 [Source:HGNC Symbol;Acc:HGNC:1373]
ENSG00000104332	1	0	0	0	0	0	ENSG00000104332	protein_coding	SFRP1	secreted frizzled related protein 1 [Source:HGNC Symbol;Acc:HGNC:10776]
ENSG00000104356	1	0	0	0	0	0	ENSG00000104356	protein_coding	POP1	POP1 homolog, ribonuclease P/MRP subunit [Source:HGNC Symbol;Acc:HGNC:30129]
ENSG00000104524	1	0	0	0	0	0	ENSG00000104524	protein_coding	PYCR3	pyrroline-5-carboxylate reductase 3 [Source:HGNC Symbol;Acc:HGNC:25846]
ENSG00000104549	1	0	0	0	1	0	ENSG00000104549	protein_coding	SQLE	squalene epoxidase [Source:HGNC Symbol;Acc:HGNC:11279]
ENSG00000104611	1	0	0	0	1	1	ENSG00000104611	protein_coding	SH2D4A	SH2 domain containing 4A [Source:HGNC Symbol;Acc:HGNC:26102]
ENSG00000104687	1	0	0	0	0	0	ENSG00000104687	protein_coding	GSR	glutathione-disulfide reductase [Source:HGNC Symbol;Acc:HGNC:4623]
ENSG00000104738	1	0	0	0	0	0	ENSG00000104738	protein_coding	MCM4	minichromosome maintenance complex component 4 [Source:HGNC Symbol;Acc:HGNC:6947]
ENSG00000104763	1	0	0	0	0	0	ENSG00000104763	protein_coding	ASAH1	N-acylsphingosine amidohydrolase 1 [Source:HGNC Symbol;Acc:HGNC:735]
ENSG00000106686	1	0	0	1	0	0	ENSG00000106686	protein_coding	SPATA6L	spermatogenesis associated 6 like [Source:HGNC Symbol;Acc:HGNC:25472]
ENSG00000107099	1	0	0	0	0	0	ENSG00000107099	protein_coding	DOCK8	dedicator of cytokinesis 8 [Source:HGNC Symbol;Acc:HGNC:19191]
ENSG00000107249	1	0	0	0	0	0	ENSG00000107249	protein_coding	GLIS3	GLIS family zinc finger 3 [Source:HGNC Symbol;Acc:HGNC:28510]
ENSG00000107438	1	0	0	0	0	0	ENSG00000107438	protein_coding	PDLIM1	PDZ and LIM domain 1 [Source:HGNC Symbol;Acc:HGNC:2067]
ENSG00000107551	1	0	0	0	0	0	ENSG00000107551	protein_coding	RASSF4	Ras association domain family member 4 [Source:HGNC Symbol;Acc:HGNC:20793]
ENSG00000108242	1	0	0	0	0	0	ENSG00000108242	protein_coding	CYP2C18	cytochrome P450 family 2 subfamily C member 18 [Source:HGNC Symbol;Acc:HGNC:2620]
ENSG00000109971	1	0	0	0	0	0	ENSG00000109971	protein_coding	HSPA8	heat shock protein family A (Hsp70) member 8 [Source:HGNC Symbol;Acc:HGNC:5241]
ENSG00000110104	1	0	0	0	0	1	ENSG00000110104	protein_coding	CCDC86	coiled-coil domain containing 86 [Source:HGNC Symbol;Acc:HGNC:28359]
ENSG00000110375	1	0	0	0	0	0	ENSG00000110375	protein_coding	UPK2	uroplakin 2 [Source:HGNC Symbol;Acc:HGNC:12579]
ENSG00000111641	1	0	0	0	0	0	ENSG00000111641	protein_coding	NOP2	NOP2 nucleolar protein [Source:HGNC Symbol;Acc:HGNC:7867]
ENSG00000111665	1	0	0	0	0	0	ENSG00000111665	protein_coding	CDCA3	cell division cycle associated 3 [Source:HGNC Symbol;Acc:HGNC:14624]
ENSG00000117983	1	0	0	0	0	0	ENSG00000117983	protein_coding	MUC5B	mucin 5B, oligomeric mucus/gel-forming [Source:HGNC Symbol;Acc:HGNC:7516]
ENSG00000118094	1	0	0	0	0	0	ENSG00000118094	protein_coding	TREH	trehalase [Source:HGNC Symbol;Acc:HGNC:12266]
ENSG00000119121	1	0	0	0	0	0	ENSG00000119121	protein_coding	TRPM6	transient receptor potential cation channel subfamily M member 6 [Source:HGNC Symbol;Acc:HGNC:17995]
ENSG00000119912	1	0	0	0	0	0	ENSG00000119912	protein_coding	IDE	insulin degrading enzyme [Source:HGNC Symbol;Acc:HGNC:5381]
ENSG00000121653	1	0	0	0	0	0	ENSG00000121653	protein_coding	MAPK8IP1	mitogen-activated protein kinase 8 interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:6882]
ENSG00000123364	1	0	0	0	0	0	ENSG00000123364	protein_coding	HOXC13	homeobox C13 [Source:HGNC Symbol;Acc:HGNC:5125]
ENSG00000123901	1	0	0	1	0	1	ENSG00000123901	protein_coding	GPR83	G protein-coupled receptor 83 [Source:HGNC Symbol;Acc:HGNC:4523]
ENSG00000126391	1	0	0	0	0	0	ENSG00000126391	protein_coding	FRMD8	FERM domain containing 8 [Source:HGNC Symbol;Acc:HGNC:25462]
ENSG00000126749	1	0	0	0	0	0	ENSG00000126749	protein_coding	EMG1	EMG1 N1-specific pseudouridine methyltransferase [Source:HGNC Symbol;Acc:HGNC:16912]
ENSG00000128805	1	0	0	0	0	0	ENSG00000128805	protein_coding	ARHGAP22	Rho GTPase activating protein 22 [Source:HGNC Symbol;Acc:HGNC:30320]
ENSG00000129691	1	0	0	0	0	0	ENSG00000129691	protein_coding	ASH2L	ASH2 like, histone lysine methyltransferase complex subunit [Source:HGNC Symbol;Acc:HGNC:744]
ENSG00000130653	1	0	0	0	0	1	ENSG00000130653	protein_coding	PNPLA7	patatin like phospholipase domain containing 7 [Source:HGNC Symbol;Acc:HGNC:24768]
ENSG00000131669	1	0	0	0	0	0	ENSG00000131669	protein_coding	NINJ1	ninjurin 1 [Source:HGNC Symbol;Acc:HGNC:7824]
ENSG00000134824	1	0	0	0	0	1	ENSG00000134824	protein_coding	FADS2	fatty acid desaturase 2 [Source:HGNC Symbol;Acc:HGNC:3575]
ENSG00000136856	1	0	0	0	0	0	ENSG00000136856	protein_coding	SLC2A8	solute carrier family 2 member 8 [Source:HGNC Symbol;Acc:HGNC:13812]
ENSG00000136859	1	0	0	0	0	1	ENSG00000136859	protein_coding	ANGPTL2	angiopoietin like 2 [Source:HGNC Symbol;Acc:HGNC:490]
ENSG00000136950	1	0	0	0	0	0	ENSG00000136950	protein_coding	ARPC5L	actin related protein 2/3 complex subunit 5 like [Source:HGNC Symbol;Acc:HGNC:23366]
ENSG00000137074	1	0	0	0	0	1	ENSG00000137074	protein_coding	APTX	aprataxin [Source:HGNC Symbol;Acc:HGNC:15984]
ENSG00000137491	1	0	0	0	1	0	ENSG00000137491	protein_coding	SLCO2B1	solute carrier organic anion transporter family member 2B1 [Source:HGNC Symbol;Acc:HGNC:10962]
ENSG00000137699	1	0	0	1	0	0	ENSG00000137699	protein_coding	TRIM29	tripartite motif containing 29 [Source:HGNC Symbol;Acc:HGNC:17274]
ENSG00000138835	1	0	0	0	0	0	ENSG00000138835	protein_coding	RGS3	regulator of G protein signaling 3 [Source:HGNC Symbol;Acc:HGNC:9999]
ENSG00000147647	1	0	0	0	0	0	ENSG00000147647	protein_coding	DPYS	dihydropyrimidinase [Source:HGNC Symbol;Acc:HGNC:3013]
ENSG00000147813	1	0	0	0	0	1	ENSG00000147813	protein_coding	NAPRT	nicotinate phosphoribosyltransferase [Source:HGNC Symbol;Acc:HGNC:30450]
ENSG00000148204	1	0	0	0	0	1	ENSG00000148204	protein_coding	CRB2	crumbs cell polarity complex component 2 [Source:HGNC Symbol;Acc:HGNC:18688]
