gene	rTS_Plac1	e13.5_KO	e18.5_KO	gene	external_gene_name	gene_biotype	description
ENSRNOG00000020918	1	0	0	ENSRNOG00000020918	Ccnd1	protein_coding	cyclin D1 [Source:RGD Symbol;Acc:68384]
ENSRNOG00000020923	1	0	0	ENSRNOG00000020923	Tuft1	protein_coding	tuftelin 1 [Source:RGD Symbol;Acc:1310373]
ENSRNOG00000020935	1	0	0	ENSRNOG00000020935	Capn1	protein_coding	calpain 1 [Source:RGD Symbol;Acc:2267]
ENSRNOG00000020956	1	0	0	ENSRNOG00000020956	Bcat2	protein_coding	branched chain amino acid transaminase 2 [Source:RGD Symbol;Acc:68948]
ENSRNOG00000020985	1	0	1	ENSRNOG00000020985	Atp4a	protein_coding	ATPase H+/K+ transporting subunit alpha [Source:RGD Symbol;Acc:2177]
ENSRNOG00000020995	1	0	0	ENSRNOG00000020995	Fut1	protein_coding	fucosyltransferase 1 [Source:RGD Symbol;Acc:2638]
ENSRNOG00000021009	1	0	1	ENSRNOG00000021009	Gapdhs	protein_coding	glyceraldehyde-3-phosphate dehydrogenase, spermatogenic [Source:RGD Symbol;Acc:620150]
ENSRNOG00000021011	1	0	0	ENSRNOG00000021011	Fut2	protein_coding	fucosyltransferase 2 [Source:RGD Symbol;Acc:2639]
ENSRNOG00000021014	1	0	0	ENSRNOG00000021014	Sec1	protein_coding	secretory blood group 1 [Source:MGI Symbol;Acc:MGI:1928893]
ENSRNOG00000021015	1	0	0	ENSRNOG00000021015	Sbsn	protein_coding	suprabasin [Source:RGD Symbol;Acc:1562305]
ENSRNOG00000021087	1	0	1	ENSRNOG00000021087	Lgi4	protein_coding	leucine-rich repeat LGI family, member 4 [Source:RGD Symbol;Acc:735035]
ENSRNOG00000021088	1	0	0	ENSRNOG00000021088	Tmod4	protein_coding	tropomodulin 4 [Source:RGD Symbol;Acc:1308940]
ENSRNOG00000021090	1	0	0	ENSRNOG00000021090	Pygm	protein_coding	glycogen phosphorylase, muscle associated [Source:RGD Symbol;Acc:3461]
ENSRNOG00000021130	1	0	0	ENSRNOG00000021130	Abcc8	protein_coding	ATP binding cassette subfamily C member 8 [Source:RGD Symbol;Acc:3786]
ENSRNOG00000021134	1	0	0	ENSRNOG00000021134	Anxa9	protein_coding	annexin A9 [Source:RGD Symbol;Acc:1587550]
ENSRNOG00000021155	1	1	1	ENSRNOG00000021155	Ctsk	protein_coding	cathepsin K [Source:RGD Symbol;Acc:61810]
ENSRNOG00000021161	1	0	0	ENSRNOG00000021161	Fermt3	protein_coding	FERM domain containing kindlin 3 [Source:RGD Symbol;Acc:1310168]
ENSRNOG00000021166	1	0	0	ENSRNOG00000021166	Ecm1	protein_coding	extracellular matrix protein 1 [Source:RGD Symbol;Acc:620357]
ENSRNOG00000021199	1	0	1	ENSRNOG00000021199	Fcgr1a	protein_coding	Fc fragment of IgG receptor Ia [Source:RGD Symbol;Acc:1309912]
ENSRNOG00000022099	1	0	0	ENSRNOG00000022099	Trim72	protein_coding	tripartite motif containing 72 [Source:RGD Symbol;Acc:1562778]
ENSRNOG00000022101	1	0	0	ENSRNOG00000022101	Crabp2	protein_coding	cellular retinoic acid binding protein 2 [Source:RGD Symbol;Acc:62070]
ENSRNOG00000022321	1	0	1	ENSRNOG00000022321	Hapln3	protein_coding	hyaluronan and proteoglycan link protein 3 [Source:RGD Symbol;Acc:1308098]
ENSRNOG00000022393	1	0	0	ENSRNOG00000022393	Faap24	protein_coding	FA core complex associated protein 24 [Source:RGD Symbol;Acc:1564719]
ENSRNOG00000022428	1	0	0	ENSRNOG00000022428	Flrt1	protein_coding	fibronectin leucine rich transmembrane protein 1 [Source:RGD Symbol;Acc:1565152]
ENSRNOG00000022636	1	0	0	ENSRNOG00000022636	Alpk1	protein_coding	alpha-kinase 1 [Source:RGD Symbol;Acc:1304613]
ENSRNOG00000022640	1	0	0	ENSRNOG00000022640	Siglec8	protein_coding	sialic acid binding Ig-like lectin 8 [Source:RGD Symbol;Acc:1563073]
ENSRNOG00000022673	1	0	0	ENSRNOG00000022673	Slc22a20	protein_coding	solute carrier family 22 member 20 [Source:RGD Symbol;Acc:1311460]
ENSRNOG00000022701	1	0	0	ENSRNOG00000022701	Ceacam18	protein_coding	CEA cell adhesion molecule 18 [Source:RGD Symbol;Acc:1563539]
ENSRNOG00000022737	1	0	0	ENSRNOG00000022737	Cdcp3	protein_coding	similar to deleted in malignant brain tumors 1 isoform c precursor [Source:RGD Symbol;Acc:1593322]
ENSRNOG00000022748	1	0	0	ENSRNOG00000022748	Tmem126a	protein_coding	transmembrane protein 126A [Source:RGD Symbol;Acc:1305677]
ENSRNOG00000022796	1	0	0	ENSRNOG00000022796	Fgfbp3	protein_coding	fibroblast growth factor binding protein 3 [Source:RGD Symbol;Acc:1560326]
ENSRNOG00000023140	1	0	0	ENSRNOG00000023140	Pnldc1	protein_coding	PARN like, ribonuclease domain containing 1 [Source:RGD Symbol;Acc:1308678]
ENSRNOG00000023226	1	0	1	ENSRNOG00000023226	S100a10	protein_coding	S100 calcium binding protein A10 [Source:RGD Symbol;Acc:628655]
ENSRNOG00000023837	1	0	0	ENSRNOG00000023837	Mtx3	protein_coding	metaxin 3 [Source:RGD Symbol;Acc:1583002]
ENSRNOG00000024257	1	0	0	ENSRNOG00000024257	Irgc	protein_coding	immunity related GTPase cinema [Source:RGD Symbol;Acc:1311107]
ENSRNOG00000024280	1	0	0	ENSRNOG00000024280	Ccdc170	protein_coding	coiled-coil domain containing 170 [Source:RGD Symbol;Acc:1310945]
ENSRNOG00000024602	1	0	0	ENSRNOG00000024602	Plekha7	protein_coding	pleckstrin homology domain containing A7 [Source:RGD Symbol;Acc:1598216]
ENSRNOG00000024628	1	0	0	ENSRNOG00000024628	Wdr49	protein_coding	WD repeat domain 49 [Source:RGD Symbol;Acc:1564622]
ENSRNOG00000024712	1	1	0	ENSRNOG00000024712	Insc	protein_coding	INSC, spindle orientation adaptor protein [Source:RGD Symbol;Acc:1311379]
ENSRNOG00000024793	1	0	0	ENSRNOG00000024793	Kctd21	protein_coding	potassium channel tetramerization domain containing 21 [Source:RGD Symbol;Acc:1559529]
ENSRNOG00000025274	1	0	0	ENSRNOG00000025274	Hexb	protein_coding	hexosaminidase subunit beta [Source:RGD Symbol;Acc:1307607]
ENSRNOG00000025823	1	0	0	ENSRNOG00000025823	Rbm46	protein_coding	RNA binding motif protein 46 [Source:RGD Symbol;Acc:1560205]
ENSRNOG00000025940	1	0	1	ENSRNOG00000025940	Mettl9	protein_coding	methyltransferase like 9 [Source:RGD Symbol;Acc:2311609]
ENSRNOG00000026040	1	0	0	ENSRNOG00000026040	Prss53	protein_coding	serine protease 53 [Source:RGD Symbol;Acc:1566127]
ENSRNOG00000026163	1	0	0	ENSRNOG00000026163	Cpt1c	protein_coding	carnitine palmitoyltransferase 1c [Source:RGD Symbol;Acc:1305384]
ENSRNOG00000026408	1	0	0	ENSRNOG00000026408	Rnf169	protein_coding	ring finger protein 169 [Source:RGD Symbol;Acc:1583288]
ENSRNOG00000026503	1	0	0	ENSRNOG00000026503	Xrra1	protein_coding	X-ray radiation resistance associated 1 [Source:RGD Symbol;Acc:1305502]
ENSRNOG00000026527	1	0	1	ENSRNOG00000026527	Snx32	protein_coding	sorting nexin 32 [Source:RGD Symbol;Acc:1560591]
ENSRNOG00000026754	1	0	0	ENSRNOG00000026754	Usp47	protein_coding	ubiquitin specific peptidase 47 [Source:RGD Symbol;Acc:1310411]
ENSRNOG00000027002	1	0	0	ENSRNOG00000027002	Mast4	protein_coding	microtubule associated serine/threonine kinase family member 4 [Source:RGD Symbol;Acc:1310139]
ENSRNOG00000027096	1	0	0	ENSRNOG00000027096	Ctsw	protein_coding	cathepsin W [Source:RGD Symbol;Acc:1309354]
ENSRNOG00000027288	1	0	0	ENSRNOG00000027288	Psgb1	protein_coding	pregnancy-specific beta 1-glycoprotein [Source:RGD Symbol;Acc:727932]
ENSRNOG00000027410	1	0	0	ENSRNOG00000027410	Ccdc125	protein_coding	coiled-coil domain containing 125 [Source:RGD Symbol;Acc:1561673]
ENSRNOG00000027456	1	0	0	ENSRNOG00000027456	Cdc42bpg	protein_coding	CDC42 binding protein kinase gamma [Source:RGD Symbol;Acc:1307260]
ENSRNOG00000027540	1	0	0	ENSRNOG00000027540	Fam102b	protein_coding	family with sequence similarity 102, member B [Source:RGD Symbol;Acc:1310037]
ENSRNOG00000027607	1	1	0	ENSRNOG00000027607	Ceacam3	protein_coding	carcinoembryonic antigen-related cell adhesion molecule 3 [Source:RGD Symbol;Acc:2333]
ENSRNOG00000027770	1	0	0	ENSRNOG00000027770	Trpm3	protein_coding	transient receptor potential cation channel, subfamily M, member 3 [Source:RGD Symbol;Acc:1304888]
ENSRNOG00000028357	1	0	0	ENSRNOG00000028357	Lrrc14b	protein_coding	leucine rich repeat containing 14B [Source:RGD Symbol;Acc:1564978]
ENSRNOG00000028941	1	0	0	ENSRNOG00000028941	Zbed3	protein_coding	zinc finger, BED-type containing 3 [Source:RGD Symbol;Acc:1309665]
ENSRNOG00000029082	1	0	0	ENSRNOG00000029082	AABR07005031.1	protein_coding	similar to ferritin light chain [Source:RGD Symbol;Acc:1566189]
ENSRNOG00000029394	1	0	0	ENSRNOG00000029394	Dusp8	protein_coding	dual specificity phosphatase 8 [Source:RGD Symbol;Acc:1306425]
ENSRNOG00000029485	1	1	1	ENSRNOG00000029485	Psg29	protein_coding	pregnancy-specific glycoprotein 29 [Source:RGD Symbol;Acc:1565741]
ENSRNOG00000030104	1	0	0	ENSRNOG00000030104	Vom2r44	protein_coding	vomeronasal 2 receptor, 46 [Source:RGD Symbol;Acc:735122]
ENSRNOG00000030160	1	0	0	ENSRNOG00000030160	Zfp819	protein_coding	zinc finger protein 819 [Source:RGD Symbol;Acc:1309564]
ENSRNOG00000030494	1	0	0	ENSRNOG00000030494	AABR07072761.1	protein_coding	similar to nuclear receptor binding factor 2 [Source:RGD Symbol;Acc:1560263]
ENSRNOG00000030818	1	0	0	ENSRNOG00000030818	RGD1561034	protein_coding	predicted gene 5901 [Source:MGI Symbol;Acc:MGI:3643909]
ENSRNOG00000030981	1	0	0	ENSRNOG00000030981	Scnn1b	protein_coding	sodium channel epithelial 1 subunit beta [Source:RGD Symbol;Acc:3640]
ENSRNOG00000031485	1	0	0	ENSRNOG00000031485	Dpp3	protein_coding	dipeptidylpeptidase 3 [Source:RGD Symbol;Acc:621127]
ENSRNOG00000031814	1	1	0	ENSRNOG00000031814	Sort1	protein_coding	sortilin 1 [Source:RGD Symbol;Acc:619999]
ENSRNOG00000032042	1	0	0	ENSRNOG00000032042	Zfta	protein_coding	zinc finger translocation associated [Source:MGI Symbol;Acc:MGI:1919667]
ENSRNOG00000032224	1	0	0	ENSRNOG00000032224		protein_coding	H4 clustered histone 14 [Source:MGI Symbol;Acc:MGI:2140113]
ENSRNOG00000032625	1	0	0	ENSRNOG00000032625	AC118165.1	protein_coding	zinc finger protein 235-like [Source:RGD Symbol;Acc:7737177]
ENSRNOG00000032668	1	0	0	ENSRNOG00000032668	Zfp950	protein_coding	zinc finger protein 950 [Source:RGD Symbol;Acc:15003969]
ENSRNOG00000032677	1	0	1	ENSRNOG00000032677	Tssc4	protein_coding	tumor suppressing subtransferable candidate 4 [Source:RGD Symbol;Acc:1307043]
ENSRNOG00000032715	1	0	0	ENSRNOG00000032715	AABR07010705.1	protein_coding	
ENSRNOG00000032723	1	0	0	ENSRNOG00000032723	Efl1	protein_coding	elongation factor like GTPase 1 [Source:RGD Symbol;Acc:1306521]
ENSRNOG00000033352	1	0	0	ENSRNOG00000033352	S100a7a	protein_coding	S100 calcium binding protein A7A [Source:RGD Symbol;Acc:1593779]
ENSRNOG00000033498	1	0	0	ENSRNOG00000033498	Cib1	protein_coding	calcium and integrin binding 1 [Source:RGD Symbol;Acc:620133]
ENSRNOG00000033741	1	0	0	ENSRNOG00000033741	Ankrd34a	protein_coding	ankyrin repeat domain 34A [Source:RGD Symbol;Acc:1308412]
ENSRNOG00000036641	1	0	1	ENSRNOG00000036641	2010003K11Rik	protein_coding	RIKEN cDNA 2010003K11 gene [Source:MGI Symbol;Acc:MGI:1917111]
ENSRNOG00000036859	1	0	1	ENSRNOG00000036859	Gdpd5	protein_coding	glycerophosphodiester phosphodiesterase domain containing 5 [Source:RGD Symbol;Acc:1559673]
ENSRNOG00000036866	1	0	0	ENSRNOG00000036866	Acer3	protein_coding	alkaline ceramidase 3 [Source:RGD Symbol;Acc:1561254]
ENSRNOG00000037715	1	0	0	ENSRNOG00000037715	RGD1560854	protein_coding	similar to FLJ41131 protein [Source:RGD Symbol;Acc:1560854]
ENSRNOG00000037931	1	0	0	ENSRNOG00000037931	Plaur	protein_coding	plasminogen activator, urokinase receptor [Source:RGD Symbol;Acc:620597]
ENSRNOG00000038044	1	0	0	ENSRNOG00000038044	Tsc22d2	protein_coding	TSC22 domain family, member 2 [Source:RGD Symbol;Acc:1593169]
ENSRNOG00000038101	1	1	0	ENSRNOG00000038101	Psg19	protein_coding	pregnancy specific glycoprotein 19 [Source:RGD Symbol;Acc:2334]
ENSRNOG00000039776	1	0	0	ENSRNOG00000039776	Exoc3	protein_coding	exocyst complex component 3 [Source:RGD Symbol;Acc:621790]
ENSRNOG00000040242	1	0	0	ENSRNOG00000040242	Epm2a	protein_coding	EPM2A glucan phosphatase, laforin [Source:RGD Symbol;Acc:71047]
ENSRNOG00000042536	1	0	1	ENSRNOG00000042536	Pde4d	protein_coding	phosphodiesterase 4D [Source:RGD Symbol;Acc:3281]
ENSRNOG00000043060	1	0	0	ENSRNOG00000043060	Dnajc4	protein_coding	DnaJ heat shock protein family (Hsp40) member C4 [Source:RGD Symbol;Acc:1308693]
ENSRNOG00000043378	1	0	0	ENSRNOG00000043378	Nkpd1	protein_coding	NTPase, KAP family P-loop domain containing 1 [Source:RGD Symbol;Acc:1591760]
ENSRNOG00000043388	1	0	0	ENSRNOG00000043388	Irf3	protein_coding	interferon regulatory factor 3 [Source:RGD Symbol;Acc:1549774]
ENSRNOG00000045677	1	0	0	ENSRNOG00000045677	Nlrp6	protein_coding	NLR family, pyrin domain containing 6 [Source:RGD Symbol;Acc:708549]
ENSRNOG00000046211	1	0	0	ENSRNOG00000046211	Fbxw4	protein_coding	F-box and WD repeat domain containing 4 [Source:RGD Symbol;Acc:1306518]
ENSRNOG00000046222	1	0	0	ENSRNOG00000046222	Ceacam4	protein_coding	CEA cell adhesion molecule 4 [Source:RGD Symbol;Acc:708435]
ENSRNOG00000046333	1	0	0	ENSRNOG00000046333	AABR07007032.1	protein_coding	actin-binding LIM protein 1 [Source:RGD Symbol;Acc:1565768]
ENSRNOG00000046915	1	0	0	ENSRNOG00000046915	Ceacam9	protein_coding	carcinoembryonic antigen-related cell adhesion molecule 9 [Source:RGD Symbol;Acc:70954]
ENSRNOG00000047019	1	0	0	ENSRNOG00000047019	Bbip1	protein_coding	BBSome interacting protein 1 [Source:RGD Symbol;Acc:6498801]
ENSRNOG00000047756	1	0	0	ENSRNOG00000047756	Mef2a	protein_coding	myocyte enhancer factor 2a [Source:RGD Symbol;Acc:1359360]
ENSRNOG00000048209	1	0	0	ENSRNOG00000048209	Eps8l3	protein_coding	EPS8 like 3 [Source:RGD Symbol;Acc:11498829]
ENSRNOG00000048297	1	0	0	ENSRNOG00000048297	Qk	protein_coding	protein quaking-like [Source:RGD Symbol;Acc:11514364]
ENSRNOG00000049259	1	0	0	ENSRNOG00000049259	Zfp748	protein_coding	zinc finger protein 91-like [Source:RGD Symbol;Acc:7600894]
ENSRNOG00000049385	1	0	1	ENSRNOG00000049385	Adamtsl4	protein_coding	ADAMTS-like 4 [Source:RGD Symbol;Acc:1561012]
ENSRNOG00000049743	1	0	0	ENSRNOG00000049743	Gstm3	protein_coding	glutathione S-transferase, mu 5 [Source:RGD Symbol;Acc:61964]
ENSRNOG00000049827	1	0	0	ENSRNOG00000049827	Arl14	protein_coding	ADP-ribosylation factor like GTPase 14 [Source:RGD Symbol;Acc:9465124]
ENSRNOG00000050104	1	0	0	ENSRNOG00000050104	Clip3	protein_coding	CAP-GLY domain containing linker protein 3 [Source:RGD Symbol;Acc:1306245]
ENSRNOG00000050224	1	0	0	ENSRNOG00000050224	Stambpl1	protein_coding	STAM binding protein-like 1 [Source:RGD Symbol;Acc:1583011]
ENSRNOG00000050453	1	0	0	ENSRNOG00000050453	AABR07002848.1	protein_coding	F-box protein 27 [Source:RGD Symbol;Acc:1563982]
ENSRNOG00000050828	1	0	0	ENSRNOG00000050828	Vkorc1	protein_coding	vitamin K epoxide reductase complex, subunit 1 [Source:RGD Symbol;Acc:1303107]
ENSRNOG00000051237	1	1	0	ENSRNOG00000051237		protein_coding	hypothetical gene supported by AB012133; NM_133421 [Source:RGD Symbol;Acc:1597141]
ENSRNOG00000051291	1	0	0	ENSRNOG00000051291	Dnhd1	protein_coding	dynein heavy chain domain 1 [Source:RGD Symbol;Acc:1584052]
ENSRNOG00000053366	1	0	0	ENSRNOG00000053366	AABR07002784.1	protein_coding	zinc finger protein 59 [Source:RGD Symbol;Acc:1591403]
ENSRNOG00000053923	1	0	0	ENSRNOG00000053923	Thap12	protein_coding	THAP domain containing 12 [Source:RGD Symbol;Acc:1309679]
ENSRNOG00000053939	1	0	0	ENSRNOG00000053939	AABR07010787.1	protein_coding	
ENSRNOG00000054561	1	0	0	ENSRNOG00000054561	Isg20	protein_coding	interferon stimulated exonuclease gene 20 [Source:RGD Symbol;Acc:1306407]
ENSRNOG00000055194	1	0	0	ENSRNOG00000055194	AABR07003241.3	protein_coding	
ENSRNOG00000055371	1	0	0	ENSRNOG00000055371	Sptbn4	protein_coding	spectrin, beta, non-erythrocytic 4 [Source:RGD Symbol;Acc:1304682]
ENSRNOG00000055433	1	0	0	ENSRNOG00000055433	Trim46	protein_coding	tripartite motif-containing 46 [Source:RGD Symbol;Acc:1305993]
ENSRNOG00000055506	1	0	0	ENSRNOG00000055506	Nscme3l	protein_coding	melanoma-associated antigen G1-like [Source:RGD Symbol;Acc:7571422]
ENSRNOG00000055519	1	0	0	ENSRNOG00000055519	AABR07002868.1	protein_coding	zinc finger protein 84 [Source:NCBI gene (formerly Entrezgene);Acc:308482]
ENSRNOG00000055608	1	0	0	ENSRNOG00000055608		protein_coding	zinc finger protein 45-like [Source:RGD Symbol;Acc:7529325]
ENSRNOG00000055790	1	0	0	ENSRNOG00000055790	Nup210l	protein_coding	nucleoporin 210-like [Source:RGD Symbol;Acc:1310250]
ENSRNOG00000055934	1	0	0	ENSRNOG00000055934	Dmkn	protein_coding	dermokine [Source:RGD Symbol;Acc:1561521]
ENSRNOG00000056228	1	0	0	ENSRNOG00000056228	Atp10a	protein_coding	ATPase phospholipid transporting 10A (putative) [Source:RGD Symbol;Acc:1306150]
ENSRNOG00000056325	1	0	0	ENSRNOG00000056325	Mocs2	protein_coding	molybdenum cofactor synthesis 2 [Source:RGD Symbol;Acc:1359477]
ENSRNOG00000056746	1	0	1	ENSRNOG00000056746	Tchh	protein_coding	trichohyalin [Source:RGD Symbol;Acc:1309635]
ENSRNOG00000056940	1	0	0	ENSRNOG00000056940	Cited2	protein_coding	Cbp/p300-interacting transactivator, with Glu/Asp-rich carboxy-terminal domain, 2 [Source:RGD Symbol;Acc:620112]
ENSRNOG00000058030	1	0	0	ENSRNOG00000058030	Zfp229	protein_coding	similar to Zinc finger protein 208 [Source:RGD Symbol;Acc:1585783]
ENSRNOG00000058111	1	1	1	ENSRNOG00000058111	Itga2	protein_coding	integrin subunit alpha 2 [Source:RGD Symbol;Acc:621632]
ENSRNOG00000058291	1	0	0	ENSRNOG00000058291	AC126581.1	protein_coding	
ENSRNOG00000058906	1	0	1	ENSRNOG00000058906	Ptprh	protein_coding	protein tyrosine phosphatase, receptor type, H [Source:RGD Symbol;Acc:620553]
ENSRNOG00000059500	1	0	1	ENSRNOG00000059500	Cdkn1c	protein_coding	cyclin-dependent kinase inhibitor 1C [Source:RGD Symbol;Acc:727892]
ENSRNOG00000059903	1	1	1	ENSRNOG00000059903	Thbs3	protein_coding	thrombospondin 3 [Source:RGD Symbol;Acc:1596780]
ENSRNOG00000060431	1	0	0	ENSRNOG00000060431	Pfpl	protein_coding	pore forming protein-like [Source:RGD Symbol;Acc:1564458]
ENSRNOG00000060693	1	0	0	ENSRNOG00000060693	Catsperg	protein_coding	cation channel sperm associated auxiliary subunit gamma [Source:RGD Symbol;Acc:1310942]
ENSRNOG00000061046	1	0	0	ENSRNOG00000061046	AABR07059632.3	protein_coding	
ENSRNOG00000061128	1	0	0	ENSRNOG00000061128	Pelo	protein_coding	pelota mRNA surveillance and ribosome rescue factor [Source:RGD Symbol;Acc:1359591]
ENSRNOG00000062379	1	1	1	ENSRNOG00000062379	Psg16	protein_coding	pregnancy specific glycoprotein 16 [Source:RGD Symbol;Acc:1563849]
ENSRNOG00000062678	1	0	0	ENSRNOG00000062678	H19	protein_coding	H19, imprinted maternally expressed transcript (non-protein coding) [Source:RGD Symbol;Acc:2775]
ENSRNOG00000062741	1	0	0	ENSRNOG00000062741	Ldhal6b	protein_coding	lactate dehydrogenase A-like 6B [Source:RGD Symbol;Acc:727955]
ENSRNOG00000062751	1	0	0	ENSRNOG00000062751	Ovol3	protein_coding	ovo-like zinc finger 3 [Source:RGD Symbol;Acc:1583800]
ENSRNOG00000062826	1	0	0	ENSRNOG00000062826	Gm17651	protein_coding	predicted gene, 17651 [Source:MGI Symbol;Acc:MGI:4937285]
ENSRNOG00000062870	1	0	0	ENSRNOG00000062870	rnf141	protein_coding	ring finger protein 141 [Source:RGD Symbol;Acc:1303154]
ENSRNOG00000062927	1	0	1	ENSRNOG00000062927		protein_coding	
ENSRNOG00000063016	1	0	0	ENSRNOG00000063016	Hist2h3c2	protein_coding	histone cluster 2 H3 family member C2 [Source:RGD Symbol;Acc:1306445]
ENSRNOG00000063309	1	0	0	ENSRNOG00000063309		protein_coding	guanine nucleotide exchange factor MSS4-like [Source:RGD Symbol;Acc:41144596]
ENSRNOG00000063613	1	0	0	ENSRNOG00000063613	Chid1	protein_coding	chitinase domain containing 1 [Source:RGD Symbol;Acc:1308955]
ENSRNOG00000063636	1	0	0	ENSRNOG00000063636	Gng5	protein_coding	guanine nucleotide-binding protein G(I)/G(S)/G(O) subunit gamma-5 [Source:RGD Symbol;Acc:11485321]
ENSRNOG00000063905	1	0	0	ENSRNOG00000063905	Hsd3b3	protein_coding	hydroxy-delta-5-steroid dehydrogenase, 3 beta- and steroid delta-isomerase 3 [Source:RGD Symbol;Acc:1592771]
ENSRNOG00000064070	1	0	0	ENSRNOG00000064070	Tmem267	protein_coding	transmembrane protein 267 [Source:RGD Symbol;Acc:1562550]
ENSRNOG00000064179	1	0	0	ENSRNOG00000064179		protein_coding	uncharacterized LOC102552731 [Source:RGD Symbol;Acc:7636386]
ENSRNOG00000064232	1	0	0	ENSRNOG00000064232		protein_coding	zinc finger protein 239-like [Source:RGD Symbol;Acc:9074604]
ENSRNOG00000064293	1	0	0	ENSRNOG00000064293	Gdpgp1	protein_coding	GDP-D-glucose phosphorylase 1 [Source:RGD Symbol;Acc:1560277]
ENSRNOG00000064373	1	0	0	ENSRNOG00000064373	NEWGENE_1309147	protein_coding	optic atrophy 3 (autosomal recessive, with chorea and spastic paraplegia) [Source:RGD Symbol;Acc:11512067]
ENSRNOG00000064584	1	0	0	ENSRNOG00000064584	Rit1	protein_coding	Ras-like without CAAX 1 [Source:RGD Symbol;Acc:1559874]
ENSRNOG00000064612	1	0	0	ENSRNOG00000064612	Gcnt4	protein_coding	glucosaminyl (N-acetyl) transferase 4 [Source:RGD Symbol;Acc:1563891]
ENSRNOG00000064951	1	0	0	ENSRNOG00000064951	Acsm2	protein_coding	acyl-CoA synthetase medium-chain family member 2 [Source:RGD Symbol;Acc:708383]
ENSRNOG00000064970	1	0	1	ENSRNOG00000064970	Zfp939	protein_coding	zinc finger protein 939 [Source:RGD Symbol;Acc:1584032]
ENSRNOG00000065214	1	0	0	ENSRNOG00000065214		protein_coding	high mobility group nucleosome-binding domain-containing protein 5-like [Source:RGD Symbol;Acc:41304028]
ENSRNOG00000065432	1	0	0	ENSRNOG00000065432	Rap2b	protein_coding	RAP2B, member of RAS oncogene family [Source:RGD Symbol;Acc:620591]
ENSRNOG00000065886	1	0	1	ENSRNOG00000065886	Hist2h3c2	protein_coding	H3 clustered histone 13 [Source:NCBI gene (formerly Entrezgene);Acc:684762]
ENSRNOG00000066065	1	0	0	ENSRNOG00000066065	Basp1	protein_coding	brain abundant, membrane attached signal protein 1 [Source:RGD Symbol;Acc:621491]
ENSRNOG00000066093	1	0	0	ENSRNOG00000066093	Ccdc127	protein_coding	coiled-coil domain containing 127 [Source:RGD Symbol;Acc:735106]
ENSRNOG00000066174	1	0	1	ENSRNOG00000066174		protein_coding	
ENSRNOG00000066187	1	0	0	ENSRNOG00000066187	Lce1f	protein_coding	late cornified envelope 1F [Source:RGD Symbol;Acc:1565626]
ENSRNOG00000066224	1	0	0	ENSRNOG00000066224		protein_coding	zinc finger protein 845-like [Source:RGD Symbol;Acc:7537348]
ENSRNOG00000066277	1	0	0	ENSRNOG00000066277	Zfp689	protein_coding	zinc finger protein 689 [Source:RGD Symbol;Acc:628696]
ENSRNOG00000066499	1	0	0	ENSRNOG00000066499	C1H10orf95	protein_coding	chromosome 1 C10orf95 homolog [Source:RGD Symbol;Acc:40933704]
