gene	rTS_SCR	e13.5_WT	e18.5_WT	gene	external_gene_name	gene_biotype	description
ENSRNOG00000019740	1	0	0	ENSRNOG00000019740	Hdgfl3	protein_coding	HDGF like 3 [Source:RGD Symbol;Acc:628773]
ENSRNOG00000019776	1	0	0	ENSRNOG00000019776	Sh3gl3	protein_coding	SH3 domain containing GRB2 like 3, endophilin A3 [Source:RGD Symbol;Acc:620578]
ENSRNOG00000019832	1	0	0	ENSRNOG00000019832	Bbs1	protein_coding	Bardet-Biedl syndrome 1 [Source:RGD Symbol;Acc:1307581]
ENSRNOG00000019885	1	0	0	ENSRNOG00000019885	Magi3	protein_coding	membrane associated guanylate kinase, WW and PDZ domain containing 3 [Source:RGD Symbol;Acc:621362]
ENSRNOG00000019902	1	0	0	ENSRNOG00000019902	Folr1	protein_coding	folate receptor alpha [Source:RGD Symbol;Acc:71032]
ENSRNOG00000019959	1	1	0	ENSRNOG00000019959	Kcnc3	protein_coding	potassium voltage-gated channel subfamily C member 3 [Source:RGD Symbol;Acc:621358]
ENSRNOG00000019968	1	0	0	ENSRNOG00000019968	Trim8	protein_coding	tripartite motif-containing 8 [Source:RGD Symbol;Acc:1585223]
ENSRNOG00000020021	1	1	0	ENSRNOG00000020021	Brsk2	protein_coding	BR serine/threonine kinase 2 [Source:RGD Symbol;Acc:1566256]
ENSRNOG00000020025	1	1	1	ENSRNOG00000020025	Slc29a2	protein_coding	solute carrier family 29 member 2 [Source:RGD Symbol;Acc:69296]
ENSRNOG00000020057	1	0	1	ENSRNOG00000020057	Tex101	protein_coding	testis expressed 101 [Source:RGD Symbol;Acc:621373]
ENSRNOG00000020075	1	0	1	ENSRNOG00000020075	Eef1g	protein_coding	eukaryotic translation elongation factor 1 gamma [Source:RGD Symbol;Acc:1302939]
ENSRNOG00000020110	1	0	0	ENSRNOG00000020110	B4gat1	protein_coding	beta-1,4-glucuronyltransferase 1 [Source:RGD Symbol;Acc:1309541]
ENSRNOG00000020125	1	0	0	ENSRNOG00000020125	Cd79a	protein_coding	CD79a molecule [Source:RGD Symbol;Acc:6484896]
ENSRNOG00000020144	1	0	0	ENSRNOG00000020144	Rusf1	protein_coding	RUS family member 1 [Source:RGD Symbol;Acc:1310127]
ENSRNOG00000020202	1	0	0	ENSRNOG00000020202	Asrgl1	protein_coding	asparaginase and isoaspartyl peptidase 1 [Source:RGD Symbol;Acc:708526]
ENSRNOG00000020206	1	0	0	ENSRNOG00000020206	Ctsd	protein_coding	cathepsin D [Source:RGD Symbol;Acc:621511]
ENSRNOG00000020263	1	0	0	ENSRNOG00000020263	Atp1a3	protein_coding	ATPase Na+/K+ transporting subunit alpha 3 [Source:RGD Symbol;Acc:2169]
ENSRNOG00000020300	1	0	0	ENSRNOG00000020300	Lsp1	protein_coding	lymphocyte-specific protein 1 [Source:RGD Symbol;Acc:1306133]
ENSRNOG00000020310	1	0	1	ENSRNOG00000020310	Grik5	protein_coding	glutamate ionotropic receptor kainate type subunit 5 [Source:RGD Symbol;Acc:2735]
ENSRNOG00000020353	1	0	0	ENSRNOG00000020353	Sh3pxd2a	protein_coding	SH3 and PX domains 2A [Source:RGD Symbol;Acc:1311185]
ENSRNOG00000020354	1	0	0	ENSRNOG00000020354	Mrpl23	protein_coding	mitochondrial ribosomal protein L23 [Source:RGD Symbol;Acc:68343]
ENSRNOG00000020426	1	0	0	ENSRNOG00000020426	Erf	protein_coding	Ets2 repressor factor [Source:RGD Symbol;Acc:1311991]
ENSRNOG00000020505	1	0	1	ENSRNOG00000020505	Map4k1	protein_coding	mitogen activated protein kinase kinase kinase kinase 1 [Source:RGD Symbol;Acc:1305463]
ENSRNOG00000020557	1	1	1	ENSRNOG00000020557	Ryr1	protein_coding	ryanodine receptor 1 [Source:RGD Symbol;Acc:1586637]
ENSRNOG00000020583	1	0	0	ENSRNOG00000020583	Fcgrt	protein_coding	Fc fragment of IgG receptor and transporter [Source:RGD Symbol;Acc:61811]
ENSRNOG00000020588	1	0	0	ENSRNOG00000020588	Efna4	protein_coding	ephrin A4 [Source:RGD Symbol;Acc:1307808]
ENSRNOG00000020590	1	0	0	ENSRNOG00000020590	Adam15	protein_coding	ADAM metallopeptidase domain 15 [Source:RGD Symbol;Acc:620402]
ENSRNOG00000020595	1	0	0	ENSRNOG00000020595	Rps11	protein_coding	ribosomal protein S11 [Source:RGD Symbol;Acc:621026]
ENSRNOG00000020614	1	0	1	ENSRNOG00000020614	Phlda2	protein_coding	pleckstrin homology-like domain, family A, member 2 [Source:RGD Symbol;Acc:1304755]
ENSRNOG00000020618	1	0	0	ENSRNOG00000020618	AC099450.1	protein_coding	ribosomal protein L13A [Source:RGD Symbol;Acc:628697]
ENSRNOG00000020621	1	0	0	ENSRNOG00000020621	Dcst1	protein_coding	DC-STAMP domain containing 1 [Source:RGD Symbol;Acc:1307756]
ENSRNOG00000020635	1	1	0	ENSRNOG00000020635	Exosc5	protein_coding	exosome component 5 [Source:RGD Symbol;Acc:1307861]
ENSRNOG00000020638	1	0	0	ENSRNOG00000020638	Hmx2	protein_coding	H6 family homeobox 2 [Source:RGD Symbol;Acc:1565366]
ENSRNOG00000020652	1	0	0	ENSRNOG00000020652	Tgfb1	protein_coding	transforming growth factor, beta 1 [Source:RGD Symbol;Acc:69051]
ENSRNOG00000020700	1	0	0	ENSRNOG00000020700		protein_coding	
ENSRNOG00000020860	1	0	0	ENSRNOG00000020860	Tdrkh	protein_coding	tudor and KH domain containing [Source:RGD Symbol;Acc:1311196]
ENSRNOG00000020871	1	0	1	ENSRNOG00000020871	Ltbp4	protein_coding	latent transforming growth factor beta binding protein 4 [Source:RGD Symbol;Acc:1307033]
ENSRNOG00000020873	1	0	0	ENSRNOG00000020873	Nphs1	protein_coding	NPHS1 adhesion molecule, nephrin [Source:RGD Symbol;Acc:620460]
ENSRNOG00000020893	1	0	1	ENSRNOG00000020893	Snx27	protein_coding	sorting nexin 27 [Source:RGD Symbol;Acc:628705]
ENSRNOG00000020899	1	0	0	ENSRNOG00000020899	Fgf19	protein_coding	fibroblast growth factor 19 [Source:RGD Symbol;Acc:620166]
ENSRNOG00000020904	1	0	0	ENSRNOG00000020904	Cdc42ep2	protein_coding	CDC42 effector protein 2 [Source:RGD Symbol;Acc:1310253]
ENSRNOG00000021035	1	0	0	ENSRNOG00000021035	Rpl18	protein_coding	ribosomal protein L18 [Source:RGD Symbol;Acc:621182]
ENSRNOG00000021048	1	0	1	ENSRNOG00000021048	AC095693.1	protein_coding	lemur tyrosine kinase 3 [Source:RGD Symbol;Acc:1588641]
ENSRNOG00000021053	1	0	0	ENSRNOG00000021053	Lsr	protein_coding	lipolysis stimulated lipoprotein receptor [Source:RGD Symbol;Acc:69236]
ENSRNOG00000021063	1	0	0	ENSRNOG00000021063	Grin2d	protein_coding	glutamate ionotropic receptor NMDA type subunit 2D [Source:RGD Symbol;Acc:2740]
ENSRNOG00000021097	1	0	0	ENSRNOG00000021097	Hpn	protein_coding	hepsin [Source:RGD Symbol;Acc:61982]
ENSRNOG00000021101	1	0	0	ENSRNOG00000021101	Sema6c	protein_coding	semaphorin 6C [Source:RGD Symbol;Acc:3659]
ENSRNOG00000021103	1	1	1	ENSRNOG00000021103	Nrxn2	protein_coding	neurexin 2 [Source:RGD Symbol;Acc:620211]
ENSRNOG00000021104	1	0	0	ENSRNOG00000021104	Emp3	protein_coding	epithelial membrane protein 3 [Source:RGD Symbol;Acc:621094]
ENSRNOG00000021137	1	0	1	ENSRNOG00000021137	Kctd15	protein_coding	potassium channel tetramerization domain containing 15 [Source:RGD Symbol;Acc:1583737]
ENSRNOG00000021168	1	0	0	ENSRNOG00000021168	Anp32e	protein_coding	acidic nuclear phosphoprotein 32 family member E [Source:RGD Symbol;Acc:1310611]
ENSRNOG00000021170	1	0	0	ENSRNOG00000021170	Plekho1	protein_coding	pleckstrin homology domain containing O1 [Source:RGD Symbol;Acc:1311487]
ENSRNOG00000021179	1	0	0	ENSRNOG00000021179	Naa40	protein_coding	N(alpha)-acetyltransferase 40, NatD catalytic subunit [Source:RGD Symbol;Acc:1565838]
ENSRNOG00000021182	1	0	0	ENSRNOG00000021182	Sv2a	protein_coding	synaptic vesicle glycoprotein 2a [Source:RGD Symbol;Acc:619715]
ENSRNOG00000021201	1	0	0	ENSRNOG00000021201	Txnip	protein_coding	thioredoxin interacting protein [Source:RGD Symbol;Acc:620886]
ENSRNOG00000021338	1	0	0	ENSRNOG00000021338	Tmem132a	protein_coding	transmembrane protein 132A [Source:RGD Symbol;Acc:727936]
ENSRNOG00000021474	1	0	0	ENSRNOG00000021474	Siglec5	protein_coding	sialic acid binding Ig-like lectin 5 [Source:RGD Symbol;Acc:1305432]
ENSRNOG00000021800	1	0	0	ENSRNOG00000021800	Zfp541	protein_coding	zinc finger protein 541 [Source:RGD Symbol;Acc:1310756]
ENSRNOG00000023150	1	0	0	ENSRNOG00000023150	Gpi	protein_coding	glucose-6-phosphate isomerase [Source:RGD Symbol;Acc:2727]
ENSRNOG00000023318	1	0	0	ENSRNOG00000023318	Tigd3	protein_coding	tigger transposable element derived 3 [Source:RGD Symbol;Acc:1305393]
ENSRNOG00000023338	1	0	0	ENSRNOG00000023338	Tspan2	protein_coding	tetraspanin 2 [Source:RGD Symbol;Acc:620982]
ENSRNOG00000023453	1	0	0	ENSRNOG00000023453	Lrba	protein_coding	LPS responsive beige-like anchor protein [Source:RGD Symbol;Acc:1311428]
ENSRNOG00000024077	1	1	0	ENSRNOG00000024077	Fbxo5	protein_coding	F-box protein 5 [Source:RGD Symbol;Acc:1309405]
ENSRNOG00000024239	1	0	0	ENSRNOG00000024239	Fam89b	protein_coding	family with sequence similarity 89, member B [Source:RGD Symbol;Acc:1311544]
ENSRNOG00000024365	1	0	1	ENSRNOG00000024365	Ect2	protein_coding	epithelial cell transforming 2 [Source:RGD Symbol;Acc:1308524]
ENSRNOG00000024733	1	0	0	ENSRNOG00000024733	Mnd1	protein_coding	meiotic nuclear divisions 1 [Source:RGD Symbol;Acc:1309007]
ENSRNOG00000024931	1	0	0	ENSRNOG00000024931	Ccdc88b	protein_coding	coiled-coil domain containing 88B [Source:RGD Symbol;Acc:1311475]
ENSRNOG00000025142	1	0	0	ENSRNOG00000025142	Mex3b	protein_coding	mex-3 RNA binding family member B [Source:RGD Symbol;Acc:1306790]
ENSRNOG00000025371	1	0	1	ENSRNOG00000025371	Spry1	protein_coding	sprouty RTK signaling antagonist 1 [Source:RGD Symbol;Acc:1309293]
ENSRNOG00000025406	1	0	1	ENSRNOG00000025406	Iqgap2	protein_coding	IQ motif containing GTPase activating protein 2 [Source:RGD Symbol;Acc:2321734]
ENSRNOG00000025520	1	0	0	ENSRNOG00000025520	Lbx1	protein_coding	ladybird homeobox 1 [Source:RGD Symbol;Acc:1564197]
ENSRNOG00000026186	1	0	0	ENSRNOG00000026186	Syde2	protein_coding	synapse defective Rho GTPase homolog 2 [Source:RGD Symbol;Acc:1564206]
ENSRNOG00000026432	1	0	1	ENSRNOG00000026432	Syt7	protein_coding	synaptotagmin 7 [Source:RGD Symbol;Acc:62013]
ENSRNOG00000026861	1	0	1	ENSRNOG00000026861	Zscan18	protein_coding	zinc finger and SCAN domain containing 18 [Source:RGD Symbol;Acc:1560671]
ENSRNOG00000027030	1	0	0	ENSRNOG00000027030	Adm	protein_coding	adrenomedullin [Source:RGD Symbol;Acc:2047]
ENSRNOG00000027264	1	0	0	ENSRNOG00000027264	Dagla	protein_coding	diacylglycerol lipase, alpha [Source:RGD Symbol;Acc:1359461]
ENSRNOG00000027491	1	0	0	ENSRNOG00000027491	Vldlr	protein_coding	very low density lipoprotein receptor [Source:RGD Symbol;Acc:3963]
ENSRNOG00000027582	1	0	0	ENSRNOG00000027582	Dpysl4	protein_coding	dihydropyrimidinase-like 4 [Source:RGD Symbol;Acc:2409]
ENSRNOG00000027894	1	0	1	ENSRNOG00000027894	Iqgap3	protein_coding	IQ motif containing GTPase activating protein 3 [Source:RGD Symbol;Acc:1305951]
ENSRNOG00000027942	1	0	1	ENSRNOG00000027942	Eps8l1	protein_coding	EPS8-like 1 [Source:RGD Symbol;Acc:1311146]
ENSRNOG00000028025	1	0	0	ENSRNOG00000028025	Aknad1	protein_coding	AKNA domain containing 1 [Source:RGD Symbol;Acc:1583957]
ENSRNOG00000028120	1	1	0	ENSRNOG00000028120	AABR07011698.1	protein_coding	
ENSRNOG00000028137	1	0	1	ENSRNOG00000028137	Mki67	protein_coding	marker of proliferation Ki-67 [Source:RGD Symbol;Acc:1305476]
ENSRNOG00000028274	1	0	0	ENSRNOG00000028274	Myrf	protein_coding	myelin regulatory factor [Source:RGD Symbol;Acc:1306622]
ENSRNOG00000028350	1	0	0	ENSRNOG00000028350	Arse	protein_coding	arylsulfatase E [Source:RGD Symbol;Acc:1304917]
ENSRNOG00000028743	1	0	0	ENSRNOG00000028743	Gal3st3	protein_coding	galactose-3-O-sulfotransferase 3 [Source:RGD Symbol;Acc:1564991]
ENSRNOG00000028767	1	0	1	ENSRNOG00000028767	AABR07001926.1	protein_coding	similar to zinc finger protein 665 [Source:RGD Symbol;Acc:1585764]
ENSRNOG00000029399	1	0	0	ENSRNOG00000029399	Bcam	protein_coding	basal cell adhesion molecule (Lutheran blood group) [Source:RGD Symbol;Acc:68378]
ENSRNOG00000029740	1	0	0	ENSRNOG00000029740	Slc35g1	protein_coding	solute carrier family 35, member G1 [Source:RGD Symbol;Acc:1595908]
ENSRNOG00000029784	1	0	0	ENSRNOG00000029784	Pak1	protein_coding	p21 (RAC1) activated kinase 1 [Source:RGD Symbol;Acc:3250]
ENSRNOG00000029988	1	0	0	ENSRNOG00000029988	AABR07007675.1	protein_coding	60S ribosomal protein L36 pseudogene [Source:RGD Symbol;Acc:9314470]
ENSRNOG00000030237	1	0	0	ENSRNOG00000030237	Cox7c	protein_coding	cytochrome c oxidase subunit 7C [Source:RGD Symbol;Acc:2300145]
ENSRNOG00000031381	1	0	0	ENSRNOG00000031381	AC129049.1	protein_coding	similar to 60S ribosomal protein L8 [Source:RGD Symbol;Acc:1561333]
ENSRNOG00000031391	1	0	0	ENSRNOG00000031391	Ceacam16	protein_coding	CEA cell adhesion molecule 16, tectorial membrane component [Source:RGD Symbol;Acc:1306386]
ENSRNOG00000031628	1	0	0	ENSRNOG00000031628	AABR07006688.2	protein_coding	
ENSRNOG00000031643	1	0	0	ENSRNOG00000031643	Dchs1	protein_coding	dachsous cadherin-related 1 [Source:RGD Symbol;Acc:1309878]
ENSRNOG00000031656	1	0	0	ENSRNOG00000031656	Ccnh	protein_coding	cyclin H [Source:RGD Symbol;Acc:69419]
ENSRNOG00000031700	1	0	0	ENSRNOG00000031700	Map3k5	protein_coding	mitogen-activated protein kinase kinase kinase 5 [Source:RGD Symbol;Acc:1306565]
ENSRNOG00000031859	1	0	0	ENSRNOG00000031859		protein_coding	
ENSRNOG00000031947	1	0	0	ENSRNOG00000031947	AABR07071986.1	protein_coding	ribosomal protein L36-like [Source:RGD Symbol;Acc:2320900]
ENSRNOG00000032293	1	0	0	ENSRNOG00000032293	Polg	protein_coding	DNA polymerase gamma, catalytic subunit [Source:RGD Symbol;Acc:620057]
ENSRNOG00000032630	1	0	0	ENSRNOG00000032630	Mrps28	protein_coding	mitochondrial ribosomal protein S28 [Source:RGD Symbol;Acc:1597461]
ENSRNOG00000033517	1	0	0	ENSRNOG00000033517		protein_coding	tumor protein, translationally-controlled 1 [Source:RGD Symbol;Acc:2321467]
ENSRNOG00000033609	1	0	0	ENSRNOG00000033609	Irx1	protein_coding	iroquois homeobox 1 [Source:RGD Symbol;Acc:1309060]
ENSRNOG00000033733	1	0	0	ENSRNOG00000033733	Ccdc81	protein_coding	coiled-coil domain containing 81 [Source:RGD Symbol;Acc:1306766]
ENSRNOG00000033744	1	0	0	ENSRNOG00000033744	Rasgrp4	protein_coding	RAS guanyl releasing protein 4 [Source:RGD Symbol;Acc:620476]
ENSRNOG00000034075	1	0	0	ENSRNOG00000034075	Ube2ql1	protein_coding	ubiquitin-conjugating enzyme E2Q family-like 1 [Source:RGD Symbol;Acc:1598121]
ENSRNOG00000034078	1	0	0	ENSRNOG00000034078	Mxi1	protein_coding	MAX interactor 1, dimerization protein [Source:RGD Symbol;Acc:3128]
ENSRNOG00000034106	1	1	0	ENSRNOG00000034106	AC127887.1	protein_coding	similar to Macrophage migration inhibitory factor (MIF) (Phenylpyruvate tautomerase) (Glycosylation-inhibiting factor) (GIF) (Delayed early response protein 6) (DER6) [Source:RGD Symbol;Acc:1584794]
ENSRNOG00000036649	1	0	0	ENSRNOG00000036649	Pwwp2b	protein_coding	PWWP domain containing 2B [Source:RGD Symbol;Acc:1307108]
ENSRNOG00000036816	1	0	0	ENSRNOG00000036816	Wls	protein_coding	Wnt ligand secretion mediator [Source:RGD Symbol;Acc:735139]
ENSRNOG00000036877	1	0	0	ENSRNOG00000036877	Clca4l	protein_coding	chloride channel calcium activated 4-like [Source:RGD Symbol;Acc:1591945]
ENSRNOG00000037080	1	0	1	ENSRNOG00000037080	Adamts17	protein_coding	ADAM metallopeptidase with thrombospondin type 1 motif, 17 [Source:RGD Symbol;Acc:1308783]
ENSRNOG00000037217	1	0	0	ENSRNOG00000037217	Nudt17	protein_coding	nudix hydrolase 17 [Source:RGD Symbol;Acc:1565469]
ENSRNOG00000037897	1	0	1	ENSRNOG00000037897	Rps19	protein_coding	ribosomal protein S19-like2 [Source:RGD Symbol;Acc:68440]
ENSRNOG00000038251	1	0	0	ENSRNOG00000038251	AABR07002623.1	protein_coding	paired box protein Pax-7-like [Source:RGD Symbol;Acc:7574103]
ENSRNOG00000040166	1	0	0	ENSRNOG00000040166	Ankrd34b	protein_coding	ankyrin repeat domain 34B [Source:RGD Symbol;Acc:1594383]
ENSRNOG00000040201	1	0	0	ENSRNOG00000040201	Atp6ap1l	protein_coding	ATPase H+ transporting accessory protein 1 like [Source:RGD Symbol;Acc:1564936]
ENSRNOG00000040273	1	0	0	ENSRNOG00000040273	RGD1562402	protein_coding	similar to 60S ribosomal protein L27a [Source:RGD Symbol;Acc:1562402]
ENSRNOG00000042261	1	0	0	ENSRNOG00000042261	Hdgf	protein_coding	heparin binding growth factor [Source:RGD Symbol;Acc:70961]
ENSRNOG00000042547	1	0	0	ENSRNOG00000042547	AABR07001902.1	protein_coding	similar to 60S ribosomal protein L18a [Source:RGD Symbol;Acc:1565566]
ENSRNOG00000042944	1	0	0	ENSRNOG00000042944	Cenpw	protein_coding	centromere protein W [Source:RGD Symbol;Acc:1593465]
ENSRNOG00000043007	1	0	0	ENSRNOG00000043007	Rcn3	protein_coding	reticulocalbin 3 [Source:RGD Symbol;Acc:1359365]
ENSRNOG00000043094	1	0	0	ENSRNOG00000043094	Oxct1	protein_coding	3-oxoacid CoA transferase 1 [Source:RGD Symbol;Acc:1584008]
ENSRNOG00000043416	1	0	1	ENSRNOG00000043416	Bcl3	protein_coding	BCL3, transcription coactivator [Source:RGD Symbol;Acc:1589465]
ENSRNOG00000043426	1	0	0	ENSRNOG00000043426	Kyat3	protein_coding	kynurenine aminotransferase 3 [Source:RGD Symbol;Acc:1359262]
ENSRNOG00000043478	1	0	0	ENSRNOG00000043478	AABR07006142.1	protein_coding	tyrosine-protein phosphatase non-receptor type substrate 1-like [Source:RGD Symbol;Acc:6500592]
ENSRNOG00000045543	1	0	1	ENSRNOG00000045543	Frat2	protein_coding	FRAT regulator of WNT signaling pathway 2 [Source:RGD Symbol;Acc:1591882]
ENSRNOG00000045665	1	0	0	ENSRNOG00000045665	Amigo1	protein_coding	adhesion molecule with Ig like domain 1 [Source:RGD Symbol;Acc:1303079]
ENSRNOG00000045752	1	0	0	ENSRNOG00000045752	Rrm1	protein_coding	ribonucleotide reductase catalytic subunit M1 [Source:RGD Symbol;Acc:1592569]
ENSRNOG00000046005	1	0	0	ENSRNOG00000046005	Scd2	protein_coding	stearoyl-Coenzyme A desaturase 2 [Source:RGD Symbol;Acc:621177]
ENSRNOG00000046357	1	0	0	ENSRNOG00000046357	Adh5	protein_coding	alcohol dehydrogenase 4 (class II), pi polypeptide [Source:RGD Symbol;Acc:71028]
ENSRNOG00000046566	1	0	0	ENSRNOG00000046566	Tub	protein_coding	TUB bipartite transcription factor [Source:RGD Symbol;Acc:3918]
ENSRNOG00000046635	1	0	1	ENSRNOG00000046635	Cdca5	protein_coding	cell division cycle associated 5 [Source:RGD Symbol;Acc:1560863]
ENSRNOG00000046727	1	0	0	ENSRNOG00000046727	Abcc2	protein_coding	ATP binding cassette subfamily C member 2 [Source:RGD Symbol;Acc:2366]
ENSRNOG00000046776	1	0	0	ENSRNOG00000046776	Msx3	protein_coding	msh homeobox 3 [Source:RGD Symbol;Acc:620932]
ENSRNOG00000047124	1	0	0	ENSRNOG00000047124	AABR07005775.1	protein_coding	ATPase sarcoplasmic/endoplasmic reticulum Ca2+ transporting 1 [Source:RGD Symbol;Acc:621293]
ENSRNOG00000047473	1	0	0	ENSRNOG00000047473	Dchs2	protein_coding	protocadherin-16-like [Source:RGD Symbol;Acc:6503563]
ENSRNOG00000047605	1	0	0	ENSRNOG00000047605		protein_coding	
ENSRNOG00000048166	1	0	1	ENSRNOG00000048166	Arhgap19	protein_coding	Rho GTPase activating protein 19 [Source:RGD Symbol;Acc:1593044]
ENSRNOG00000048275	1	0	0	ENSRNOG00000048275	RGD1309350	protein_coding	similar to transthyretin (4L369) [Source:RGD Symbol;Acc:1309350]
ENSRNOG00000048989	1	0	0	ENSRNOG00000048989	Larp7	protein_coding	La ribonucleoprotein 7, transcriptional regulator [Source:RGD Symbol;Acc:1592474]
ENSRNOG00000049057	1	0	0	ENSRNOG00000049057	Znrf2	protein_coding	zinc and ring finger 2 [Source:RGD Symbol;Acc:1306645]
ENSRNOG00000049075	1	0	0	ENSRNOG00000049075		protein_coding	
ENSRNOG00000049951	1	0	0	ENSRNOG00000049951	NEWGENE_1310680	protein_coding	transmembrane protein 151A [Source:RGD Symbol;Acc:1310680]
ENSRNOG00000050090	1	1	0	ENSRNOG00000050090	Slc6a17	protein_coding	solute carrier family 6 member 17 [Source:RGD Symbol;Acc:1587185]
ENSRNOG00000050207	1	1	1	ENSRNOG00000050207	Utf1	protein_coding	undifferentiated embryonic cell transcription factor 1 [Source:RGD Symbol;Acc:1589375]
ENSRNOG00000052070	1	0	0	ENSRNOG00000052070	Aldh1a3	protein_coding	aldehyde dehydrogenase 1 family, member A3 [Source:RGD Symbol;Acc:628662]
ENSRNOG00000052207	1	0	0	ENSRNOG00000052207	Rps15al4	protein_coding	ribosomal protein S15A-like 4 [Source:RGD Symbol;Acc:2319559]
ENSRNOG00000052256	1	0	0	ENSRNOG00000052256	Dact3	protein_coding	dishevelled-binding antagonist of beta-catenin 3 [Source:RGD Symbol;Acc:1563892]
ENSRNOG00000052343	1	0	0	ENSRNOG00000052343	Eif4e	protein_coding	eukaryotic translation initiation factor 4E [Source:RGD Symbol;Acc:69647]
ENSRNOG00000052945	1	0	0	ENSRNOG00000052945	AABR07002969.1	protein_coding	peptidase D [Source:RGD Symbol;Acc:1594571]
ENSRNOG00000053075	1	0	1	ENSRNOG00000053075	B4galnt4	protein_coding	beta-1,4-N-acetyl-galactosaminyl transferase 4 [Source:RGD Symbol;Acc:1310052]
ENSRNOG00000053325	1	0	0	ENSRNOG00000053325	AABR07009105.1	protein_coding	
ENSRNOG00000054157	1	0	0	ENSRNOG00000054157	Nadk2	protein_coding	NAD kinase 2, mitochondrial [Source:RGD Symbol;Acc:1306809]
ENSRNOG00000054391	1	0	0	ENSRNOG00000054391	Snrpn	protein_coding	SNRPN upstream reading frame [Source:RGD Symbol;Acc:69269]
ENSRNOG00000054426	1	0	1	ENSRNOG00000054426	Zfp704	protein_coding	zinc finger protein 704 [Source:RGD Symbol;Acc:1563869]
ENSRNOG00000054438	1	0	1	ENSRNOG00000054438	AU018091	protein_coding	similar to solute carrier family 7 (cationic amino acid transporter, y+ system), member 3 [Source:RGD Symbol;Acc:1565097]
ENSRNOG00000055079	1	0	0	ENSRNOG00000055079	Ndufaf2	protein_coding	NADH:ubiquinone oxidoreductase complex assembly factor 2 [Source:RGD Symbol;Acc:1560158]
ENSRNOG00000055111	1	0	0	ENSRNOG00000055111		protein_coding	cyclin B2-like [Source:RGD Symbol;Acc:2321841]
ENSRNOG00000056062	1	0	1	ENSRNOG00000056062	AABR07002870.2	protein_coding	zinc finger protein 850-like [Source:RGD Symbol;Acc:6485475]
ENSRNOG00000056069	1	0	1	ENSRNOG00000056069	Kif11	protein_coding	kinesin family member 11 [Source:RGD Symbol;Acc:621258]
ENSRNOG00000056257	1	0	0	ENSRNOG00000056257	Cacng7	protein_coding	calcium voltage-gated channel auxiliary subunit gamma 7 [Source:RGD Symbol;Acc:628807]
ENSRNOG00000057322	1	0	0	ENSRNOG00000057322	Efna3	protein_coding	ephrin A3 [Source:RGD Symbol;Acc:620390]
ENSRNOG00000058539	1	0	1	ENSRNOG00000058539	Ccnb1	protein_coding	cyclin B1 [Source:RGD Symbol;Acc:2291]
ENSRNOG00000058842	1	1	1	ENSRNOG00000058842	Sptbn2	protein_coding	spectrin, beta, non-erythrocytic 2 [Source:RGD Symbol;Acc:3751]
ENSRNOG00000058909	1	0	0	ENSRNOG00000058909	Rps9	protein_coding	ribosomal protein S9 [Source:RGD Symbol;Acc:619889]
ENSRNOG00000059984	1	0	0	ENSRNOG00000059984	Dll1	protein_coding	delta like canonical Notch ligand 1 [Source:RGD Symbol;Acc:70949]
ENSRNOG00000060849	1	0	0	ENSRNOG00000060849	Rcor2	protein_coding	REST corepressor 2 [Source:RGD Symbol;Acc:1359467]
ENSRNOG00000061146	1	1	0	ENSRNOG00000061146	Gar1	protein_coding	GAR1 ribonucleoprotein [Source:RGD Symbol;Acc:1563995]
